"","X","SNP","Gene","ID","Chromosome","Position","Trait.name","PS","Ind.SNP","SUPER","FarmCPU","mrMLM","rrBLUP","GLM","MAF.1.x","PVE.1.y","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"383",1801,"PstI.TP882936","Sobic.001G078300","CmD_BI_mm.73",1,5999154,"CmD_BI_mm","CmD_BI_mm(PS_N(1);PS_Y(3))","CmD_BI_mm(124+36088im(4))","","","CmD_BI_mm(FASTmrMLM(2)mrMLM(1)pKWmEB(1))","","",0.25,10.34,1,"Chr01",5995409,6000823,5415,"+",-3745,-1669,37939956,"Sobic.001G078300","Sobic.001G078300.1","Sobic.001G078300.1.p","","PTHR13437","","","K14307","GO:0006913,GO:0005643","AT4G37130.1","","hydroxyproline-rich glycoprotein family protein","LOC_Os09g28019.1",NA,"nucleoporin p58/p45, putative, expressed"
"384",1804,"PstI.TP887302","Sobic.007G084300","CmD_BI_mm.74",7,10269451,"CmD_BI_mm","CmD_BI_mm(PS_Y(1))","CmD_BI_mm(124+36088im(1))","","","CmD_BI_mm(mrMLM(1))","","",0.2623,4.574,2,"Chr07",10262034,10270154,8121,"-",-7417,-703,37936246,"Sobic.007G084300","Sobic.007G084300.2","Sobic.007G084300.2.p","PF13418","PTHR23244,PTHR23244:SF324","","","","","AT1G51550.1","","Kelch repeat-containing F-box family protein","LOC_Os08g13360.2",NA,"kelch repeat protein, putative, expressed"
"385",1807,"PstI.TP892749","Sobic.001G540300","CmN.235",1,80310797,"CmN","CmN(PS_N(1);PS_Y(1))","CmN(124+36088im(2))","","","CmN(FASTmrMLM(1)mrMLM(1))","","",0.1393,3.761,1,"Chr01",80311227,80316052,4826,"+",430,-5255,37938181,"Sobic.001G540300","Sobic.001G540300.1","Sobic.001G540300.1.p","PF12552,PF14309","PTHR21726,PTHR21726:SF48","","","","","AT3G61380.1","","Phosphatidylinositol N-acetyglucosaminlytransferase subunit P-related","LOC_Os03g01580.2",NA,"expressed protein"
"386",1808,"PstI.TP892749","Sobic.001G540250","CmN.235",1,80310797,"CmN","CmN(PS_N(1);PS_Y(1))","CmN(124+36088im(2))","","","CmN(FASTmrMLM(1)mrMLM(1))","","",0.1393,3.761,1,"Chr01",80310404,80311199,796,"-",-393,-402,37939427,"Sobic.001G540250","Sobic.001G540250.1","Sobic.001G540250.1.p","","","","","","","","","","",NA,""
"387",1809,"PstI.TP898259","Sobic.001G530700","CCirc_cm.47",1,79442910,"CCirc_cm","CCirc_cm(PS_N(1))","CCirc_cm(124+36088im(1))","","CCirc_cm(FarmCPU(1))","","","",0.397,0.1164,1,"Chr01",79440237,79444075,3839,"-",-2673,-1165,37941717,"Sobic.001G530700","Sobic.001G530700.1","Sobic.001G530700.1.p","PF08449","PTHR10778,PTHR10778:SF19","KOG1582","","K15277","GO:0055085","AT4G23010.3","ATUTR2,UTR2","UDP-galactose transporter 2","LOC_Os03g02670.2",NA,"transporter family protein, putative, expressed"
"388",1810,"PstI.TP901954","Sobic.009G035601","Cml_cm.69",9,3265857,"Cml_cm","Cml_cm(PS_N(1))","Cml_cm(124+36088im(1))","","Cml_cm(FarmCPU(1))","","","",0.2998,3.652,1,"Chr09",3265376,3266128,753,"-",-481,-271,37922115,"Sobic.009G035601","Sobic.009G035601.1","Sobic.009G035601.1.p","","","","","","","","","","",NA,""
"389",1812,"PstI.TP906726","Sobic.003G040000","CmD_LI_mm.63",3,3716611,"CmD_LI_mm","CmD_LI_mm(PS_N(1))","CmD_LI_mm(C124+2560(1))","","CmD_LI_mm(FarmCPU(1))","","","",0.06048,2.901,1,"Chr03",3716333,3721053,4721,"+",-278,-4442,37915923,"Sobic.003G040000","Sobic.003G040000.1","Sobic.003G040000.1.p","PF03129,PF00587","PTHR11476,PTHR11476:SF5","KOG1936","6.1.1.21","K01892","GO:0006418,GO:0005524,GO:0004812,GO:0000166,GO:0005737","AT3G46100.1","ATHRS1,HRS1","Histidyl-tRNA synthetase 1","LOC_Os02g51830.1",NA,"tRNA synthetase class II core domain containing protein, expressed"
"390",1815,"PstI.TP940999","Sobic.003G346200","Bcirc_cm.77",3,66708999,"Bcirc_cm","Bcirc_cm(PS_Y(1))","Bcirc_cm(C124+2560(1))","","","Bcirc_cm(mrMLM(1))","","",0.0533,7.335,6,"Chr03",66707730,66713729,6000,"-",-1269,-4730,37915558,"Sobic.003G346200","Sobic.003G346200.6","Sobic.003G346200.6.p","","PTHR34224,PTHR34224:SF3","","","","","AT2G37080.1","RIP3","ROP interactive partner 3","LOC_Os01g61760.2",NA,"myosin heavy chain-related, putative, expressed"
"391",1825,"PstI.TP942675","Sobic.003G319800","SDW_kg.51",3,64754613,"SDW_kg","SDW_kg(PS_N(1);PS_Y(1))","SDW_kg(124+36088im(2))","","","SDW_kg(ISIS EM-BLASSO(2))","","",0.2823,3.395,2,"Chr03",64752392,64755562,3171,"-",-2221,-949,37914707,"Sobic.003G319800","Sobic.003G319800.2","Sobic.003G319800.2.p","","PTHR16223,PTHR16223:SF21","","","","","AT1G61660.1","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os01g57580.1",NA,"bHelix-loop-helix transcription factor, putative, expressed"
"392",1852,"PstI.TP94792","Sobic.001G007500","CmD_BI_mm.75",1,731905,"CmD_BI_mm","CmD_BI_mm(PS_Y(1))","CmD_BI_mm(124+36088im(1))","","","CmD_BI_mm(FASTmrMLM(1))","","",0.3065,2.927,1,"Chr01",728051,731978,3928,"+",-3854,-73,37942149,"Sobic.001G007500","Sobic.001G007500.1","Sobic.001G007500.1.p","PF01138","PTHR11953,PTHR11953:SF1","KOG1069","","K12590","","AT3G46210.3","","Ribosomal protein S5 domain 2-like superfamily protein","LOC_Os03g63720.1",NA,"exosome complex exonuclease, putative, expressed"
"393",1853,"PstI.TP94792","Sobic.001G007600","CmD_BI_mm.75",1,731905,"CmD_BI_mm","CmD_BI_mm(PS_Y(1))","CmD_BI_mm(124+36088im(1))","","","CmD_BI_mm(FASTmrMLM(1))","","",0.3065,2.927,1,"Chr01",732601,736502,3902,"+",696,-4597,37938371,"Sobic.001G007600","Sobic.001G007600.1","Sobic.001G007600.1.p","PF01412","PTHR23180,PTHR23180:SF275","KOG0706","","K12493","GO:0005096","AT4G17890.1","AGD8","ARF-GAP domain 8","LOC_Os03g63710.1",NA,"GTPase-activating protein, putative, expressed"
"394",1854,"PstI.TP955356","Sobic.003G361200","CmDW_g.66",3,67880743,"CmDW_g","CmDW_g(PS_N(1))","CmDW_g(C124+2560(1))","","","CmDW_g(pKWmEB(1))","","",0.2218,10.77,1,"Chr03",67880581,67884692,4112,"+",-162,-3949,37912631,"Sobic.003G361200","Sobic.003G361200.1","Sobic.003G361200.1.p","PF13401,PF09079","PTHR10763","KOG2227","","K02213","","AT1G07270.1","","Cell division control, Cdc6","LOC_Os01g63710.1",NA,"CDC6 - Putative DNA replication initiation protein, expressed"
"395",1855,"PstI.TP961110","Sobic.001G362001","CmD_LI_mm.64",1,65184135,"CmD_LI_mm","CmD_LI_mm(PS_N(3))","CmD_LI_mm(C106+4202(1);C116+3293(1);C124+2560(1))","","CmD_LI_mm(FarmCPU(3))","","","",0.1604,1.236,1,"Chr01",65183625,65185565,1941,"-",-510,-1430,37944418,"Sobic.001G362001","Sobic.001G362001.1","Sobic.001G362001.1.p","PF07714","PTHR27001,PTHR27001:SF14","KOG1187","2.7.11.1","","GO:0006468,GO:0004672","AT1G61590.1","","Protein kinase superfamily protein","LOC_Os03g24930.1",NA,"tyrosine protein kinase domain containing protein, putative, expressed"
"396",1856,"PstI.TP965825","Sobic.003G305500","Yld_kg.58",3,63530528,"Yld_kg","Yld_kg(PS_N(1))","Yld_kg(C124+2560(1))","","Yld_kg(FarmCPU(1))","","","",0.07661,10.64,1,"Chr03",63529430,63531284,1855,"-",-1098,-756,37918609,"Sobic.003G305500","Sobic.003G305500.1","Sobic.003G305500.1.p","PF04788","PTHR31300,PTHR31300:SF4","","","","","AT5G66740.1","","Protein of unknown function (DUF620)","LOC_Os01g55795.1",NA,"expressed protein"
"397",1860,"PstI.TP96720","Sobic.006G050900","CmD_LI_mm.65",6,38025522,"CmD_LI_mm","CmD_LI_mm(PS_Y(1))","CmD_LI_mm(124+36088im(1))","","","CmD_LI_mm(mrMLM(1))","","",0.4426,7.675,1,"Chr06",38024503,38025888,1386,"-",-1019,-366,37945845,"Sobic.006G050900","Sobic.006G050900.1","Sobic.006G050900.1.p","PF02362","PTHR31391,PTHR31391:SF15","","","","GO:0003677","AT4G33280.1","","AP2/B3-like transcriptional factor family protein","LOC_Os04g31730.1",NA,"expressed protein"
"398",1861,"PstI.TP96720","Sobic.006G051000","CmD_LI_mm.65",6,38025522,"CmD_LI_mm","CmD_LI_mm(PS_Y(1))","CmD_LI_mm(124+36088im(1))","","","CmD_LI_mm(mrMLM(1))","","",0.4426,7.675,3,"Chr06",38026481,38032158,5678,"+",959,-6636,37948439,"Sobic.006G051000","Sobic.006G051000.3","Sobic.006G051000.3.p","PF04104","PTHR10537,PTHR10537:SF3","KOG2267","","K02685","GO:0006269,GO:0003896","AT1G67320.2","","DNA primase, large subunit family","LOC_Os07g22400.1",NA,"POLA3 - Putative DNA polymerase alpha complex subunit, expressed"
"399",1862,"PstI.TP969142","Sobic.001G425800","Bcirc_cm.78",1,70558586,"Bcirc_cm","Bcirc_cm(PS_N(1))","Bcirc_cm(C106+4202(1))","","Bcirc_cm(FarmCPU(1))","","","",0.1698,0.02236,3,"Chr01",70551947,70557834,5888,"-",-6639,752,37942729,"Sobic.001G425800","Sobic.001G425800.3","Sobic.001G425800.3.p","PF03114,PF14604","PTHR10663,PTHR10663:SF147","KOG1118","","","GO:0005737,GO:0005515","AT1G31440.1","","SH3 domain-containing protein","LOC_Os03g16000.1",NA,"src homology-3 domain protein 3, putative, expressed"
"400",1865,"PstI.TP969142","Sobic.001G425900","Bcirc_cm.78",1,70558586,"Bcirc_cm","Bcirc_cm(PS_N(1))","Bcirc_cm(C106+4202(1))","","Bcirc_cm(FarmCPU(1))","","","",0.1698,0.02236,1,"Chr01",70559102,70564400,5299,"-",516,-5814,37940624,"Sobic.001G425900","Sobic.001G425900.1","Sobic.001G425900.1.p","","PTHR22884,PTHR22884:SF340","","2.1.1.43","","","AT5G55390.2","EDM2","ENHANCED DOWNY MILDEW 2","LOC_Os03g15990.1",NA,"EDM2, putative, expressed"
"401",1866,"PstI.TP972953","Sobic.001G104100","Cml_cm.70",1,7984963,"Cml_cm","Cml_cm(PS_N(1))","Cml_cm(C124+2560(1))","","Cml_cm(FarmCPU(1))","","","",0.4355,3.512,1,"Chr01",7982034,7985735,3702,"-",-2929,-772,37940968,"Sobic.001G104100","Sobic.001G104100.1","Sobic.001G104100.1.p","PF01842","PTHR31096,PTHR31096:SF7","","2.7.7.59","","GO:0016597,GO:0008152","AT5G25320.1","","ACT-like superfamily protein","LOC_Os03g51990.1",NA,"ACT domain containing protein, expressed"
"403",1870,"PstI.TP977809","Sobic.005G118300","SDW_kg.53",5,51809124,"SDW_kg","SDW_kg(PS_N(1))","SDW_kg(124+36088im(1))","","SDW_kg(FarmCPU(1))","","","",0.3034,9.348,1,"Chr05",51807190,51808133,944,"-",-1934,991,37923561,"Sobic.005G118300","Sobic.005G118300.1","Sobic.005G118300.1.p","PF02298","PTHR33021,PTHR33021:SF6","","","","GO:0009055","AT1G08500.1","AtENODL18,ENODL18","early nodulin-like protein 18","LOC_Os11g29910.1",NA,"plastocyanin-like domain containing protein, putative, expressed"
"404",1871,"PstI.TP977809","Sobic.005G118400","SDW_kg.53",5,51809124,"SDW_kg","SDW_kg(PS_N(1))","SDW_kg(124+36088im(1))","","SDW_kg(FarmCPU(1))","","","",0.3034,9.348,1,"Chr05",51808626,51820846,12221,"-",-498,-11722,37922759,"Sobic.005G118400","Sobic.005G118400.1","Sobic.005G118400.1.p","","PTHR36330,PTHR36330:SF1","","","","","AT1G55280.1","","Lipase/lipooxygenase, PLAT/LH2 family protein","LOC_Os11g29900.1",NA,"expressed protein"
"405",1872,"PstI.TP980214","Sobic.001G135500","Bcirc_cm.80",1,10687788,"Bcirc_cm","Bcirc_cm(PS_N(1))","Bcirc_cm(C106+4202(1))","","","Bcirc_cm(ISIS EM-BLASSO(1))","","",0.4481,9.88,1,"Chr01",10677948,10687148,9201,"+",-9840,640,37941763,"Sobic.001G135500","Sobic.001G135500.1","Sobic.001G135500.1.p","PF00632","PTHR11254","","6.3.2.19","K10588","GO:0004842","AT3G53090.1","UPL7","ubiquitin-protein ligase 7","LOC_Os03g47949.1",NA,"HECT-domain domain containing protein, expressed"
"406",1873,"PstI.TP980214","Sobic.001G135600","Bcirc_cm.80",1,10687788,"Bcirc_cm","Bcirc_cm(PS_N(1))","Bcirc_cm(C106+4202(1))","","","Bcirc_cm(ISIS EM-BLASSO(1))","","",0.4481,9.88,1,"Chr01",10687166,10691438,4273,"-",-622,-3650,37937639,"Sobic.001G135600","Sobic.001G135600.1","Sobic.001G135600.1.p","PF00657","PTHR22835:SF146,PTHR22835","","3.1.1.3","","GO:0016788","AT5G03820.1","","GDSL-like Lipase/Acylhydrolase family protein","LOC_Os03g47940.1",NA,"GDSL-like lipase/acylhydrolase, putative, expressed"
"407",1874,"PstI.TP982503","Sobic.004G207200","CCirc_cm.49",4,55764847,"CCirc_cm","CCirc_cm(PS_N(2))","CCirc_cm(124+36088im(2))","","","CCirc_cm(FASTmrMLM(1)pKWmEB(1))","","",0.021,2.235,1,"Chr04",55759003,55765496,6494,"+",-5844,-649,37933429,"Sobic.004G207200","Sobic.004G207200.1","Sobic.004G207200.1.p","PF00010","PTHR16223,PTHR16223:SF10","","","","GO:0046983","AT1G05805.1","","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","LOC_Os02g39140.1",NA,"helix-loop-helix DNA-binding domain containing protein, expressed"
"408",1876,"PstI.TP993272","Sobic.002G194700","SDW_kg.54",2,58286678,"SDW_kg","SDW_kg(PS_N(1))","SDW_kg(C124+2560(1))","","SDW_kg(FarmCPU(1))","","","",0.4516,16.67,1,"Chr02",58285421,58290186,4766,"+",-1257,-3508,37952476,"Sobic.002G194700","Sobic.002G194700.1","Sobic.002G194700.1.p","PF02358,PF00982","PTHR10788,PTHR10788:SF48","","2.4.1.15,3.1.3.12","K16055","GO:0005992,GO:0003824","AT1G68020.2","ATTPS6,TPS6","UDP-Glycosyltransferase / trehalose-phosphatase family protein","LOC_Os09g23350.1",NA,"trehalose synthase, putative, expressed"
"411",1887,"PstI.TP995173","Sobic.002G333400","Bcirc_cm.81",2,70172526,"Bcirc_cm","Bcirc_cm(PS_Y(1))","Bcirc_cm(C124+2560(1))","","","Bcirc_cm(mrMLM(1))","","",0.291,17.05,1,"Chr02",70168822,70173890,5069,"-",-3704,-1364,37953136,"Sobic.002G333400","Sobic.002G333400.1","Sobic.002G333400.1.p","PF08276,PF00954,PF01453,PF07714","PTHR27002,PTHR27002:SF68","KOG1187","2.7.11.1","","GO:0048544,GO:0006468,GO:0004672","AT4G21390.1","B120","S-locus lectin protein kinase family protein","LOC_Os07g36570.1",NA,"KI domain interacting kinase 1, putative, expressed"
"414",1894,"PstI.TP998275","Sobic.004G103100","CmN.242",4,9701801,"CmN","CmN(PS_Y(1))","CmN(124+36088im(1))","CmN(CMLM+SUPER(1))","","","","",0.2775,0.004526,2,"Chr04",9701720,9702196,477,"-",-81,-395,37931967,"Sobic.004G103100","Sobic.004G103100.2","Sobic.004G103100.2.p","","","","","","","","","","",NA,""
"415",1895,"PstI.TP998491","Sobic.002G117600","CmD_BI_mm.76",2,14521096,"CmD_BI_mm","CmD_BI_mm(PS_N(1))","CmD_BI_mm(C106+4202(1))","","","CmD_BI_mm(ISIS EM-BLASSO(1))","","",0.2689,6.008,1,"Chr02",14518039,14538095,20057,"-",-3057,-16999,37949622,"Sobic.002G117600","Sobic.002G117600.1","Sobic.002G117600.1.p","PF00612,PF01843,PF00063","PTHR13140,PTHR13140:SF382","","3.6.4.1","K10357","GO:0005515,GO:0016459,GO:0005524,GO:0003774","AT1G04160.1","ATXIB,XI-8,XI-B,XIB","myosin XI B","LOC_Os03g64290.1",NA,"myosin, putative, expressed"
