Chrom,Start,End,Start.1,End.1,ID,ID.2,ID.1,Name,Trait.name,Group2,Group,Colors,Group3,New ID
6,54377110,54377110,54377110,54377110,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP1080029,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
6,56093448,56093448,56093448,56093448,Current Study.Flowering,Flo(Current Study),Flo(Current Study),NsiI.TP615883,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
6,57442567,57442567,57442567,57442567,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP788586,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
6,58115358,58115358,58115358,58115358,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP488800,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
7,2882399,2882399,2882399,2882399,Current Study.Flowering,Flo(Current Study),Flo(Current Study),NsiI.TP476441,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
7,5291285,5291285,5291285,5291285,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP297547,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
7,5301778,5301778,5301778,5301778,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP370736,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
7,62007705,62007705,62007705,62007705,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP77161,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
7,63728450,63728450,146989,64081260,Dong_et_al_(2017).Flowering,Flower(Dong_et_al_(2017)),Flower(Dong.et.al.(2017)),Flower(20.8cM)),Flowering,Flowering,Flower(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).Flowering
7,63993635,63993635,63993635,63993635,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP234444,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
7,65354956,65354956,65354956,65354956,Current Study.Flowering,Flo(Current Study),Flo(Current Study),PstI.TP817327,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
8,2563502,2563502,2563502,2563502,Current Study.Flowering,Flo(Current Study),Flo(Current Study),NsiI.TP810192,Flowering,Flowering,Flo(Current Study),Red,Current Study,Current Study.Flowering
5,9422605,9442605,5606944,9432605,Dong_et_al_(2017).height,height(Dong(2017)),height(Dong.et.al.(2017)),Height LG10 31 cM,height,height,height(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).height
6,57003337,57023337,52377406,60914557,Dong_et_al_(2017).height,height(Dong(2017)),height(Dong.et.al.(2017)),Height LG12 67.5 cM,height,height,height(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).height
8,61375266,61395266,59838201,62554114,Dong_et_al_(2017).height,height(Dong(2017)),height(Dong.et.al.(2017)),Height LG14 78.5 cM,height,height,height(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).height
7,62121137,62141137,7750381,65312385,Dong_et_al_(2017).height,height(Dong(2017)),height(Dong.et.al.(2017)),Height LG7 56.3 cM,height,height,height(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).height
4,3677273,3697273,78261,55308580,Dong_et_al_(2017).height,height(Dong(2017)),height(Dong.et.al.(2017)),Height LG8 16.2 cM,height,height,height(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).height
5,9422605,9442605,7018712,15122225,Dong_et_al_(2017).YPP,YPP(Dong(2017)),YPP(Dong.et.al.(2017)),YPP LG10 31 cM,yield per plant,YPP,YPP(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).YPP
5,64747990,64767990,4870202,64757990,Dong_et_al_(2017).YPP,YPP(Dong(2017)),YPP(Dong.et.al.(2017)),YPP LG9 50.8 cM,yield per plant,YPP,YPP(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).YPP
6,1375822,1375822,1375822,1375822,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP298201,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
6,2200069,2200069,2200069,2200069,Current Study.A.OWA19,OWA19(Current Study.T),OWA19(Current Study.T),PstI.TP166492,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
6,3007286,3007286,3007286,3007286,Dong_et_al_(2019).OWA/Current Study.A.OWA19,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus107102,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
6,3180162,3180162,3180162,3180162,,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP33096,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
6,3890042,3890042,3890042,3890042,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP1172225,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
6,46253326,46253326,46253326,46253326,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus014960,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
6,49249029,49249029,50172750,50173815,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118375,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
6,51199851,51199851,51199851,51199851,Current Study.A.OWA19,OWA19(Current Study.T),OWA19(Current Study.T),PstI.TP404885,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
6,54332713,54332713,54332713,54332713,(4)Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),GFSSContig7996_485,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
6,55405319,55405319,55405319,55405319,,OWA19(Current Study.T),OWA19(Current Study.T),PstI.TP1102210,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
6,56319647,56319647,56319647,56319647,,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP1164091,overwintering ability ,OWA19,"OWA18,19(Current Study.A)",Red,Current Study.A,Current Study.A.OWA19
6,56671658,56671658,56671658,56671658,,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP53152,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
6,57096182,57096182,57096182,57096182,Current Study.A.OWA18,OWA18(Current Study.A),OWA18(Current Study.A),PstI.TP642933,overwintering ability ,OWA18,OWA18(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
6,57260759,57261925,46785398,57261925,,OWA6(Dong_et_al_(2018),OWA6(Dong.et.al.(2018),OWA6(29.36),overwintering ability ,OWA6,OWA6(Dong_et_al_(2018),Green,Dong_et_al_(2018),Dong_et_al_(2018).OWA6
6,58727756,58727756,58727756,58727756,,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus116154,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
6,59583985,59583985,59583985,59583985,(2)Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus018713,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
7,1678335,1678335,1762525,1765711,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus110730,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
7,54899243,54899243,54899243,54899243,Current Study.A.OWA18,OWA18(Current Study.A),OWA18(Current Study.A),NsiI.TP702393,overwintering ability ,OWA18,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
7,57426488,57426488,57426488,57426488,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP1000873,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
7,61432860,61432860,61432860,61432860,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118376,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
8,255984,255984,255984,255984,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus010426,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
8,1077354,1077354,1077354,1077354,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP419801,overwintering ability ,OWA19,OWA18(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
8,2549936,2549936,2586470,2588302,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus097991,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
8,3978036,3978036,3978036,3978036,Current Study.A.OWA18,OWA18(Current Study.A),OWA18(Current Study.A),PstI.TP1009084,overwintering ability ,OWA18,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
8,45675062,45675062,2625199,45675062,Dong_et_al_(2018).OWA8,OWA8(Dong_et_al_(2018),OWA8(Dong.et.al.(2018),OWA8(38.3),overwintering ability ,OWA8,OWA7(Dong_et_al_(2018),Green,Dong_et_al_(2018),Dong_et_al_(2018).OWA8
8,50606712,50606712,50606712,50606712,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP208625,overwintering ability ,OWA19,OWA18(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
8,55967248,55967248,55967248,55967248,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP678261,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
8,62210912,62210912,62210912,62210912,Current Study.A.OWA18,"OWA18,19(Current Study.A)","OWA18,19(Current Study.A)",NsiI.TP424080,overwintering ability ,OWA18,OWA18(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
9,48138,48138,48138,48138,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP349989,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
9,243415,243415,243415,243415,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP774948,overwintering ability ,OWA19,OWA18(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
9,1650258,1650258,1650258,1650258,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP419219,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
9,44647057,44647057,44647057,44647057,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118377,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
9,44786093,44786093,44786093,44786093,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP129565,overwintering ability ,OWA19,OWA18(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
9,48696731,48696731,48696731,48696731,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP1227790,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
9,55737180,55737180,55737180,55737180,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP169382,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
9,57313789,57313789,57313789,57313789,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus012595,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
9,59299455,59299455,59299455,59299455,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP440500,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
10,1280469,1280469,1280469,1280469,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus012279,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
10,6194258,6194258,6194258,6194258,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118378,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
10,7147645,7147645,7147645,7147645,Current Study.A.OWA18,OWA18(Current Study.A),OWA18(Current Study.A),NsiI.TP299143,overwintering ability ,OWA18,OWA18(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
10,8197919,8197919,8197919,8197919,Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP228522,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
10,9880843,9880843,9880843,9880843,Current Study.A.OWA18,OWA18(Current Study.T),OWA18(Current Study.T),PstI.TP110898,overwintering ability ,OWA18,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
10,10254193,10254193,10254193,62899382,Dong_et_al_(2018).OWA4,OWA4(Dong_et_al_(2018),OWA4(Dong.et.al.(2018),OWA4(66.14),overwintering ability ,OWA4,OWA4(Dong_et_al_(2018),Green,Dong_et_al_(2018),Dong_et_al_(2018).OWA4
10,44512735,44512735,44512735,44512735,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118379,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
10,49849126,49849126,49849126,49849126,Dong_et_al_(2019).OWA,OWA(Dong_et_al_(2019),OWA(Dong.et.al.(2019)),UIMiscanthus118380,Overwintering ability ,OWA,OWA(Dong_et_al_(2019),Green,Dong_et_al_(2019),Dong_et_al_(2019).OWA
10,58159508,58159508,58159508,58159508,(2)Current Study.A.OWA19,OWA19(Current Study.A),OWA19(Current Study.A),PstI.TP282657,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
10,58707662,58707662,58707662,58707662,,OWA19(Current Study.A),OWA19(Current Study.A),NsiI.TP101365,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
10,59308875,59308875,59308875,59308875,,OWA18(Current Study.A),OWA18(Current Study.A),NsiI.TP128483,overwintering ability ,OWA18,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA18
10,59848770,59848770,59848770,59848770,Current Study.A.OWA19/18,OWA19(Current Study.T),OWA19(Current Study.T),NsiI.TP756808,overwintering ability ,OWA19,OWA19(Current Study.A),Red,Current Study.A,Current Study.A.OWA19
9,58253929,58253929,58253929,58253929,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP548121,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
10,6028036,6028043,6018036,6038043,Clark_et_al_(2019).BC,BC(Clark(2019)),BC(Clark.et.al.(2019)),PstI.TP1279997,Basal circumference,BC,BC(Clark2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).BC
10,7488785,7488785,7488785,7488785,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP296881,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
10,41353679,41353679,41353679,41353679,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP648509,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
10,9880843,9880843,9880843,9880843,Current Study.CCirc,CCirc(Current Study),CCirc(Current Study),PstI.TP110898,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study,Clark_et_al_(2019).CC/BC
10,56178550,56198550,55158232,58161744,Gifford_et_al_(2015).CCBC&BC,BC5(Gifford(2015)),BC5(Gifford.et.al.(2015)),BC5,basal circumference,BC,BC(Gifford2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).BC
10,42833148,42833172,42823148,42843172,Clark_et_al_(2019).CC/BC,CC/BC(Clark(2019)),CC/BC(Clark.et.al.(2019)),NsiI.TP44049,Compressed circumference/basal circumference,CC/BC,CC/BC(Clark2019)),Blue,Clark_et_al_(2019),Gifford_et_al_(2015).CC
10,42875084,42875099,42865084,42885099,Clark_et_al_(2019).CC,CC(Clark(2019)),CC(Clark.et.al.(2019)),PstI.TP846172,Compressed circumference,CC,CC(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Gifford_et_al_(2015).CC
10,52898413,52898413,52898413,52898413,Current Study.CCirc,CCirc(Current Study),CCirc(Current Study),NsiI.TP471487,Compressed plant circumference ,CCirc,CCirc(Current Study),Red,Current Study,Gifford_et_al_(2015).CC
10,56178550,56198550,55158232,58161744,Gifford_et_al_(2015).CCBC&BC,CCBC4(Gifford(2015))BC5(Gifford(2015)),CCBC4(Gifford.et.al.(2015))BC5(Gifford.et.al.(2015)),CCBC4,compressed circumference/basal circumference,CCBC,CCBC4(Gifford2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).CC
10,60109953,60785154,58627987,60785154,,CC/BC(Dong(2017)),CC/BC(Dong.et.al.(2017)),CC/BC LG19 88.6 cM,compressed circumference/basal circumference,CC/BC,CC/BC(Dong2017)),Green,Dong_et_al_(2017),Gifford_et_al_(2015).CCBC
10,56296082,56296082,56296082,56296082,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),NsiI.TP330963,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
10,60789181,60785154,60831359,60785154,Dong_et_al_(2017).CC & CC/BC,CC(Dong(2017)),CC(Dong.et.al.(2017)),CC LG19 95.6 cM,compressed circumference,CC,Cc(Dong_et_al_(2017)),Green,Dong_et_al_(2017),Dong_et_al_(2017).CC/BC
10,60139620,60139620,60139620,60139620,Current Study.Bcirc,Bcirc(Current Study),Bcirc(Current Study),PstI.TP65527,Basal circumference ,Bcirc,Bcirc(Current Study),Red,Current Study,Current Study.Bcirc
10,60930249,60930307,60920249,60940307,Clark_et_al_(2019).CC/BC,CC/BC(Clark(2019)),CC/BC(Clark.et.al.(2019)),PstI.TP751019,Compressed circumference/basal circumference,CC/BC,CC/BC(Clark2019)),Blue,Clark_et_al_(2019),Clark_et_al_(2019).CC/BC
6,49918199,49938199,49928199,52187471,Gifford_et_al_(2015).height,H1(Gifford(2015)),H1(Gifford.et.al.(2015)),H1,height,height,H1(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).height
1,67365972,67385972,63572513,69555622,Gifford_et_al_(2015).height,H2(Gifford(2015)),H2(Gifford.et.al.(2015)),H2,height,height,H2(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).height
4,55310934,55330934,54423680,63701520,Gifford_et_al_(2015).height,H3(Gifford(2015)),H3(Gifford.et.al.(2015)),H3,height,height,H3(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).height
6,52573057,52593057,49893387,52583057,Gifford_et_al_(2015).height,H4(Gifford(2015)),H4(Gifford.et.al.(2015)),H4,height,height,H4(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).height
9,58154825,58174825,55923478,58164825,Gifford_et_al_(2015).height,H5(Gifford(2015)),H5(Gifford.et.al.(2015)),H5,height,height,H5(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).height
10,43015569,43035569,7263424,58161744,Gifford_et_al_(2015).height,H6(Gifford(2015)),H6(Gifford.et.al.(2015)),H6,height,height,H6(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).height
6,0,10000,0,39926643,Gifford_et_al_(2015).NT,NT1(Gifford(2015)),NT1(Gifford.et.al.(2015)),NT1,number of tillers,NT,NT1(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).NT
3,65255916,65275916,62633062,69829683,Gifford_et_al_(2015).NT,NT2(Gifford(2015)),NT2(Gifford.et.al.(2015)),NT2,number of tillers,NT,NT2(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).NT
1,66621596,66641596,61838562,72722776,Gifford_et_al_(2015).NT,NT3(Gifford(2015)),NT3(Gifford.et.al.(2015)),NT3,number of tillers,NT,NT3(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).NT
1,5562945,5582945,3623605,8871969,Gifford_et_al_(2015).NT,NT4(Gifford(2015)),NT4(Gifford.et.al.(2015)),NT4,number of tillers,NT,NT4(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).NT
2,3949119,3969119,2367836,11550006,Gifford_et_al_(2015).NT,NT5(Gifford(2015)),NT5(Gifford.et.al.(2015)),NT5,number of tillers,NT,NT5(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).NT
3,6363000,6383000,3000000,6373000,Gifford_et_al_(2015).NT,NT6(Gifford(2015)),NT6(Gifford.et.al.(2015)),NT6,number of tillers,NT,NT6(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).NT
7,58520011,58540011,62357133,58530011,Gifford_et_al_(2015).NT,NT7(Gifford(2015)),NT7(Gifford.et.al.(2015)),NT7,number of tillers,NT,NT7(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).NT
10,58151744,58171744,55158232,58161744,Gifford_et_al_(2015).NT,NT8(Gifford(2015)),NT8(Gifford.et.al.(2015)),NT8,number of tillers,NT,NT8(Gifford_et_al_(2015)),Purple,Gifford_et_al_(2015),Gifford_et_al_(2015).NT
10,55228808,55228841,55218808,55238841,Clark_et_al_(2019).CmDW/V,CmDW/V(Clark(2019)),CmDW/V(Clark.et.al.(2019)),PstI.TP725489,Culm density,CmDW/V,CmDW/V(Clark_et_al_(2019)),Blue,Clark_et_al_(2019),Gifford_et_al_(2015).tiller_diameter
10,58023898,58023898,58023898,58023898,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),NsiI.TP717578,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Gifford_et_al_(2015).tiller_diameter
10,59883760,59883760,59883760,59883760,Current Study.CmD_BI,CmD_BI(Current Study),CmD_BI(Current Study),PstI.TP371473,Culm outer diameter at basal internode ,CmD_BI,CmD_BI(Current Study),Red,Current Study,Gifford_et_al_(2015).tiller_diameter
