"","X","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","Gene.num","chr","start","end","width","strand","dis_start.positon","dis_positon.end","X.pacId","locusName","transcriptName","peptideName","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"2353",3805,"PstI.TP487745","Sobic.006G106200",6,47618306,1,"PS_N(1)","F106+4185(1)","","","FW_1(1)","","","","","","pLARmEB(1)",0.0236,0,1,"Chr06",47610470,47614542,4073,"-",-7836,3764,37946409,"Sobic.006G106200","Sobic.006G106200.1","Sobic.006G106200.1.p","PF00956","PTHR11875,PTHR11875:SF68","KOG1508","","K11290","GO:0006334,GO:0005634","AT1G18800.1","NRP2","NAP1-related protein 2","LOC_Os04g38620.1",NA,"NAP domain containing protein, putative, expressed"
"2354",3806,"PstI.TP487745","Sobic.006G106300",6,47618306,1,"PS_N(1)","F106+4185(1)","","","FW_1(1)","","","","","","pLARmEB(1)",0.0236,0,1,"Chr06",47614884,47619144,4261,"-",-3422,-838,37948422,"Sobic.006G106300","Sobic.006G106300.1","Sobic.006G106300.1.p","PF00271,PF12513","PTHR12131,PTHR12131:SF1","","3.6.4.13","K17675","GO:0016817","AT5G39840.1","","ATP-dependent RNA helicase, mitochondrial, putative","LOC_Os04g38630.1",NA,"helicase conserved C-terminal domain containing protein, expressed"
"2355",3808,"PstI.TP488800","Sobic.006G240400",6,58115358,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1443,0.2788,1,"Chr06",58107163,58114954,7792,"+",-8195,404,37947878,"Sobic.006G240400","Sobic.006G240400.1","Sobic.006G240400.1.p","PF13639","PTHR14155:SF72,PTHR14155","KOG1493","","","GO:0005515,GO:0008270","AT1G45180.1","","RING/U-box superfamily protein","LOC_Os04g55510.1",NA,"zinc finger, C3HC4 type domain containing protein, expressed"
"2356",3809,"PstI.TP488800","Sobic.006G240500",6,58115358,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.1443,0.2788,1,"Chr06",58115847,58117557,1711,"-",489,-2199,37946311,"Sobic.006G240500","Sobic.006G240500.1","Sobic.006G240500.1.p","PF00847","PTHR31729,PTHR31729:SF1","","","K09286","GO:0006355,GO:0003700","AT2G23340.1","DEAR3","DREB and EAR motif protein 3","LOC_Os04g55520.1",NA,"AP2 domain containing protein, expressed"
"2359",3813,"PstI.TP490103","Sobic.001G382400",1,67018899,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.2345,0.3689,1,"Chr01",67013756,67018873,5118,"-",-5143,26,37941867,"Sobic.001G382400","Sobic.001G382400.1","Sobic.001G382400.1.p","PF11721,PF07714","PTHR27003,PTHR27003:SF53","KOG1187","2.7.11.1","","GO:0006468,GO:0004672","AT3G51550.1","FER","Malectin/receptor-like protein kinase family protein","LOC_Os01g56330.1",NA,"TKL_IRAK_CrRLK1L-1.5 - The CrRLK1L-1 subfamily has homology to the CrRLK1L homolog, expressed"
"2360",3814,"PstI.TP490103","Sobic.001G382500",1,67018899,1,"PS_Y(1)","F116+36088im(1)","HM_1(1)","","","","","MLM+SUPER(1)","","","",0.2345,0.3689,1,"Chr01",67020993,67029888,8896,"-",2094,-10989,37942200,"Sobic.001G382500","Sobic.001G382500.1","Sobic.001G382500.1.p","PF08142,PF04950","PTHR12858,PTHR12858:SF2","KOG1951","","K14569","GO:0042254,GO:0005634","AT1G06720.1","","P-loop containing nucleoside triphosphate hydrolases superfamily protein","LOC_Os03g21530.1",NA,"AARP2CN domain containing protein, expressed"
"2362",3819,"PstI.TP491926","Sobic.003G293100",3,62555932,5,"PS_Y(5)","F116+36088im(5)","","","","FD_50(1);FM_50(2)","fprind(1);fprinGW(1)","CMLM+SUPER(2)MLM+SUPER(3)","","","",0.4208,0.0299,1,"Chr03",62553927,62556698,2772,"-",-2005,-766,37914383,"Sobic.003G293100","Sobic.003G293100.1","Sobic.003G293100.1.p","PF00320","PTHR10071,PTHR10071:SF170","","","","GO:0043565,GO:0008270,GO:0006355,GO:0003700","AT5G25830.1","GATA12","GATA transcription factor 12","LOC_Os01g54210.1",NA,"GATA zinc finger domain containing protein, expressed"
"2363",3820,"PstI.TP491926","Sobic.003G293200",3,62555932,5,"PS_Y(5)","F116+36088im(5)","","","","FD_50(1);FM_50(2)","fprind(1);fprinGW(1)","CMLM+SUPER(2)MLM+SUPER(3)","","","",0.4208,0.0299,1,"Chr03",62559965,62571132,11168,"-",4033,-15200,37913438,"Sobic.003G293200","Sobic.003G293200.1","Sobic.003G293200.1.p","PF02213,PF02201,PF03126","PTHR22884,PTHR22884:SF339","KOG1946","","","GO:0005515,GO:0003677","AT2G16485.1","","nucleic acid binding;zinc ion binding;DNA binding","LOC_Os09g36090.1",NA,"plus-3 domain containing protein, expressed"
"2376",3851,"PstI.TP512607","Sobic.007G064800",7,6804761,1,"PS_N(1)","F116+36088im(1)","","","FM_1(1)","","","","","FASTmrMLM(1)","",0.0474,0.0359,1,"Chr07",6804223,6809411,5189,"-",-538,-4650,37936810,"Sobic.007G064800","Sobic.007G064800.1","Sobic.007G064800.1.p","PF03936,PF01397","PTHR31225:SF4,PTHR31225","","","K15803","GO:0000287,GO:0008152,GO:0010333,GO:0016829","AT5G23960.1","ATTPS21,TPS21","terpene synthase 21","LOC_Os08g04500.1",NA,"terpene synthase, putative, expressed"
"2379",3854,"PstI.TP513949","Sobic.003G277800",3,61369495,9,"PS_N(2)PS_Y(7)","F116+36088im(9)","HD_1(2);GHW_1(1)","GHW_50(1);HM_50(1)","FW_1(1)","FD_50(2)","fprinM(1)","","","mrMLM(4);FASTmrMLM(1)","pLARmEB(4)",0.3448,10.8,1,"Chr03",61364457,61370278,5822,"+",-5038,-783,37917068,"Sobic.003G277800","Sobic.003G277800.1","Sobic.003G277800.1.p","PF04863,PF04864","PTHR11751,PTHR11751:SF126","","","","GO:0016846","AT1G34060.1","","Pyridoxal phosphate (PLP)-dependent transferases superfamily protein","LOC_Os01g52010.1",NA,"alliin lyase precursor, putative, expressed"
"2381",3856,"PstI.TP515295","Sobic.007G184500",7,61776197,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(2)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.2647,0.08733,1,"Chr07",61769885,61774851,4967,"+",-6312,1346,37934805,"Sobic.007G184500","Sobic.007G184500.1","Sobic.007G184500.1.p","PF00557","PTHR10804,PTHR10804:SF9","","3.4.11.18","K01265","GO:0008235,GO:0006508,GO:0004177","AT3G59990.1","MAP2B","methionine aminopeptidase 2B","LOC_Os12g43370.1",NA,"peptidase, M24 family protein, putative, expressed"
"2382",3857,"PstI.TP515295","Sobic.007G184600",7,61776197,2,"PS_Y(2)","F116+36088im(2)","","","GFW_1(2)","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.2647,0.08733,2,"Chr07",61776205,61778036,1832,"+",8,-1839,37934303,"Sobic.007G184600","Sobic.007G184600.2","Sobic.007G184600.2.p","PF01781","PTHR10965,PTHR10965:SF2","KOG3499","","K02923","GO:0006412,GO:0005840,GO:0005622,GO:0003735","AT3G59540.1","","Ribosomal L38e protein family","LOC_Os11g24610.1",NA,"60S ribosomal protein L38, putative, expressed"
"2384",3861,"PstI.TP51995","Sobic.002G396300",2,74836619,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.05229,3.799,1,"Chr02",74824748,74830247,5500,"-",-11871,6372,37955477,"Sobic.002G396300","Sobic.002G396300.1","Sobic.002G396300.1.p","PF13180,PF13365","PTHR22939,PTHR22939:SF87","KOG1320","3.4.21.107","","GO:0005515","AT5G36950.1","DegP10","DegP protease 10","LOC_Os05g34460.1",NA,"OsDegp7 - Putative Deg protease homologue, expressed"
"2386",3863,"PstI.TP51995","Sobic.002G396500",2,74836619,1,"PS_Y(1)","F116+36088im(1)","","","GFW_1(1)","","","MLM+SUPER(1)","","","",0.05229,3.799,1,"Chr02",74832322,74854314,21993,"-",-4297,-17695,37950057,"Sobic.002G396500","Sobic.002G396500.1","Sobic.002G396500.1.p","PF00454,PF02259","PTHR11139,PTHR11139:SF1","","2.7.11.1","K08874","GO:0016773,GO:0005515","AT2G17930.1","","Phosphatidylinositol 3- and 4-kinase family protein with FAT domain","LOC_Os07g45070.1",NA,"FAT domain-containing protein, putative, expressed"
"2387",3864,"PstI.TP52046","Sobic.006G166000",6,52358725,1,"PS_Y(1)","F116+36088im(1)","","","","FM_50(1)","","","","FASTmrMLM(1)","",0.0991,1.574,1,"Chr06",52348486,52350767,2282,"-",-10239,7958,37946322,"Sobic.006G166000","Sobic.006G166000.1","Sobic.006G166000.1.p","PF13181,PF13041,PF01535","PTHR24015,PTHR24015:SF27","","","","GO:0005515","AT1G02150.1","","Tetratricopeptide repeat (TPR)-like superfamily protein","LOC_Os04g46010.1",NA,"PPR repeat domain containing protein, putative, expressed"
"2388",3865,"PstI.TP52046","Sobic.006G166100",6,52358725,1,"PS_Y(1)","F116+36088im(1)","","","","FM_50(1)","","","","FASTmrMLM(1)","",0.0991,1.574,1,"Chr06",52353442,52359462,6021,"-",-5283,-737,37949241,"Sobic.006G166100","Sobic.006G166100.1","Sobic.006G166100.1.p","PF13919,PF00320","PTHR10071,PTHR10071:SF159","","","","GO:0043565,GO:0008270,GO:0006355,GO:0003700","AT4G17570.3","GATA26","GATA transcription factor 26","LOC_Os04g46020.1",NA,"GATA zinc finger domain containing protein, expressed"
"2389",3867,"PstI.TP522628","Sobic.007G132200",7,55214011,11,"PS_Y(11)","F116+36088im(11)","HM_1(1)","GHW_50(1);HW_50(1)","GFW_1(2)","FD_50(1);FW_50(1)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(6)MLM+SUPER(5)","","","",0.1882,0.01377,1,"Chr07",55199011,55204752,5742,"+",-15000,9259,37935702,"Sobic.007G132200","Sobic.007G132200.1","Sobic.007G132200.1.p","PF10404,PF10403,PF10405,PF03835","PTHR12135,PTHR12135:SF0","KOG2179","","K10838","GO:0003677,GO:0006289,GO:0005634,GO:0003684","AT5G16630.1","ATRAD4,RAD4","DNA repair protein Rad4 family","LOC_Os08g33082.1",NA,"DNA-repair protein complementing XP-C cells, putative, expressed"
"2390",3868,"PstI.TP522628","Sobic.007G132300",7,55214011,11,"PS_Y(11)","F116+36088im(11)","HM_1(1)","GHW_50(1);HW_50(1)","GFW_1(2)","FD_50(1);FW_50(1)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(6)MLM+SUPER(5)","","","",0.1882,0.01377,1,"Chr07",55205000,55207456,2457,"-",-9011,6555,37935599,"Sobic.007G132300","Sobic.007G132300.1","Sobic.007G132300.1.p","PF07714,PF13855,PF08263","PTHR27008:SF30,PTHR27008","KOG1187","2.7.11.1","","GO:0004672,GO:0006468,GO:0005515","AT1G48480.1","RKL1","receptor-like kinase 1","LOC_Os08g33090.1",NA,"inactive receptor kinase At2g26730 precursor, putative, expressed"
"2391",3869,"PstI.TP522628","Sobic.007G132400",7,55214011,11,"PS_Y(11)","F116+36088im(11)","HM_1(1)","GHW_50(1);HW_50(1)","GFW_1(2)","FD_50(1);FW_50(1)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(6)MLM+SUPER(5)","","","",0.1882,0.01377,1,"Chr07",55215979,55221527,5549,"-",1968,-7516,37934650,"Sobic.007G132400","Sobic.007G132400.1","Sobic.007G132400.1.p","PF00076","PTHR19965,PTHR19965:SF33","","","K12881","GO:0003676","AT5G37720.1","ALY4","ALWAYS EARLY 4","LOC_Os08g33120.1",NA,"RNA recognition motif containing protein, putative, expressed"
"2395",3875,"PstI.TP530837","Sobic.001G369600",1,65836675,1,"PS_N(1)","F106+4185(1)","","","FW_1(1)","","","","","","pLARmEB(1)",0.0755,0.0852,2,"Chr01",65822985,65828764,5780,"+",-13690,7911,37940170,"Sobic.001G369600","Sobic.001G369600.2","Sobic.001G369600.2.p","PF00067","PTHR24298,PTHR24298:SF161","KOG0156","1.14.13.89","","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT4G37320.1","CYP81D5","cytochrome P450, family 81, subfamily D, polypeptide 5","LOC_Os02g30080.1",NA,"cytochrome P450, putative, expressed"
"2396",3877,"PstI.TP530837","Sobic.001G369800",1,65836675,1,"PS_N(1)","F106+4185(1)","","","FW_1(1)","","","","","","pLARmEB(1)",0.0755,0.0852,1,"Chr01",65831915,65835451,3537,"+",-4760,1224,37938021,"Sobic.001G369800","Sobic.001G369800.1","Sobic.001G369800.1.p","PF07732,PF00394,PF07731","PTHR11709:SF58,PTHR11709","","1.10.3.3","","GO:0005507,GO:0016491,GO:0055114","AT5G48450.1","sks3","SKU5  similar 3","LOC_Os01g01030.1",NA,"monocopper oxidase, putative, expressed"
"2401",3887,"PstI.TP532426","Sobic.007G221600",7,64966356,132,"PS_N(96)PS_Y(36)","F116+36088im(20);F96+4814(20);F106+4185(13);F116+3098(79)","HD_1(7);HW_1(2);GHW_1(3);HM_1(4)","HD_50(10);GHW_50(6);HW_50(7);HM_50(8)","FD_1(9);FW_1(5);GFW_1(4);FM_1(3)","FD_50(10);FW_50(9);GFW_50(6);FM_50(7)","fprinW(8);fprind(10);fprinGW(7);fprinM(7)","","FarmCPU(20)","mrMLM(54);FASTmrMLM(8);FASTmrEMMA(1)","ISIS EM-BLASSO(31);pLARmEB(18)",0.4844,18.14,1,"Chr07",64965309,64969188,3880,"-",-1047,-2832,37934617,"Sobic.007G221600","Sobic.007G221600.1","Sobic.007G221600.1.p","PF07714,PF00069","PTHR24351,PTHR24351:SF59","","2.7.11.1","","GO:0006468,GO:0004672,GO:0005524","AT5G47750.1","D6PKL2,PK5","D6 protein kinase like 2","LOC_Os08g38320.2",NA,"AGC_PVPK_like_kin82y.14 - ACG kinases include homologs to PKA, PKG and PKC, expressed"
"2403",3889,"PstI.TP532669","Sobic.004G042600",4,3498516,54,"PS_N(7)PS_Y(47)","F96+4814(9);F106+4185(14);F116+3098(31)","HD_1(2);GHW_1(1);HM_1(2)","HD_50(2);GHW_50(3);HW_50(4)","FW_1(1);GFW_1(2);FM_1(6)","FD_50(3);FW_50(6);GFW_50(4);FM_50(6)","fprinW(5);fprind(3);fprinGW(2);fprinM(2)","","FarmCPU(1)","mrMLM(13);FASTmrMLM(15)","ISIS EM-BLASSO(19);pLARmEB(6)",0.4741,15.25,1,"Chr04",3487415,3494553,7139,"-",-11101,3963,37930825,"Sobic.004G042600","Sobic.004G042600.1","Sobic.004G042600.1.p","PF13855,PF07714,PF12819","PTHR27003,PTHR27003:SF20","KOG1187","2.7.11.1,2.7.10.1","","GO:0005515,GO:0006468,GO:0004672","AT4G29990.1","","Leucine-rich repeat transmembrane protein kinase protein","LOC_Os02g05730.1",NA,"protein kinase domain containing protein, expressed"
"2404",3890,"PstI.TP532669","Sobic.004G042700",4,3498516,54,"PS_N(7)PS_Y(47)","F96+4814(9);F106+4185(14);F116+3098(31)","HD_1(2);GHW_1(1);HM_1(2)","HD_50(2);GHW_50(3);HW_50(4)","FW_1(1);GFW_1(2);FM_1(6)","FD_50(3);FW_50(6);GFW_50(4);FM_50(6)","fprinW(5);fprind(3);fprinGW(2);fprinM(2)","","FarmCPU(1)","mrMLM(13);FASTmrMLM(15)","ISIS EM-BLASSO(19);pLARmEB(6)",0.4741,15.25,1,"Chr04",3495211,3498878,3668,"-",-3305,-362,37930940,"Sobic.004G042700","Sobic.004G042700.1","Sobic.004G042700.1.p","PF00759","PTHR22298,PTHR22298:SF53","","3.2.1.4","","GO:0005975,GO:0004553","AT2G32990.1","AtGH9B8,GH9B8","glycosyl hydrolase 9B8","LOC_Os02g05744.1",NA,"endoglucanase, putative, expressed"
"2405",3891,"PstI.TP537292","Sobic.001G514300",1,78162057,1,"PS_N(1)","F116+36088im(1)","","","FM_1(1)","","","","","FASTmrMLM(1)","",0.2457,0.3752,3,"Chr01",78155741,78157975,2235,"+",-6316,4082,37944720,"Sobic.001G514300","Sobic.001G514300.3","Sobic.001G514300.3.p","PF13417,PF00043","PTHR11260,PTHR11260:SF209","KOG0867","2.5.1.18","K00799","GO:0005515","AT2G47730.1","ATGSTF5,ATGSTF8,GST6,GSTF8","glutathione S-transferase phi 8","LOC_Os03g04240.1",NA,"glutathione S-transferase, putative, expressed"
"2406",3894,"PstI.TP537292","Sobic.001G514400",1,78162057,1,"PS_N(1)","F116+36088im(1)","","","FM_1(1)","","","","","FASTmrMLM(1)","",0.2457,0.3752,1,"Chr01",78160422,78162432,2011,"+",-1635,-375,37940374,"Sobic.001G514400","Sobic.001G514400.1","Sobic.001G514400.1.p","PF02798,PF00043","PTHR11260,PTHR11260:SF287","KOG0867","2.5.1.18","K00799","GO:0005515","AT3G03190.1","ATGSTF11,ATGSTF6,GSTF11","glutathione S-transferase F11","LOC_Os03g04220.1",NA,"glutathione S-transferase, putative, expressed"
"2407",3895,"PstI.TP537292","Sobic.001G514500",1,78162057,1,"PS_N(1)","F116+36088im(1)","","","FM_1(1)","","","","","FASTmrMLM(1)","",0.2457,0.3752,3,"Chr01",78162706,78168567,5862,"-",649,-6510,37944647,"Sobic.001G514500","Sobic.001G514500.3","Sobic.001G514500.3.p","PF00612","PTHR10699,PTHR10699:SF11","","","","GO:0005515","AT3G51380.1","IQD20","IQ-domain 20","LOC_Os03g04210.1",NA,"IQ calmodulin-binding motif family protein, putative, expressed"
"2408",3904,"PstI.TP537424","Sobic.003G201700",3,53114444,1,"PS_N(1)","F106+4185(1)","","","FD_1(1)","","","","FarmCPU(1)","","",0.3349,7.762,1,"Chr03",53109856,53115116,5261,"-",-4588,-672,37912666,"Sobic.003G201700","Sobic.003G201700.1","Sobic.003G201700.1.p","PF07714","PTHR27001,PTHR27001:SF22","KOG1187","2.7.11.1","","GO:0006468,GO:0004672","AT5G15080.1","","Protein kinase superfamily protein","LOC_Os01g40590.1",NA,"tyrosine protein kinase domain containing protein, putative, expressed"
"2410",3906,"PstI.TP537665","Sobic.001G078700",1,6031806,1,"PS_Y(1)","F116+36088im(1)","","","FD_1(1)","","","MLM+SUPER(1)","","","",0.1519,0.4874,1,"Chr01",6036955,6038097,1143,"+",5149,-6291,37942140,"Sobic.001G078700","Sobic.001G078700.1","Sobic.001G078700.1.p","PF02701","PTHR31992,PTHR31992:SF29","","","","GO:0006355,GO:0003677","AT1G07640.3","OBP2","Dof-type zinc finger DNA-binding family protein","LOC_Os03g55610.1",NA,"dof zinc finger domain containing protein, putative, expressed"
"2411",3907,"PstI.TP537665","Sobic.001G078600",1,6031806,1,"PS_Y(1)","F116+36088im(1)","","","FD_1(1)","","","MLM+SUPER(1)","","","",0.1519,0.4874,1,"Chr01",6020100,6024416,4317,"-",-11706,7390,37943588,"Sobic.001G078600","Sobic.001G078600.1","Sobic.001G078600.1.p","PF14531","PTHR24350,PTHR24350:SF7","KOG0580","2.7.11.1","K08850","GO:0007049,GO:0004672,GO:0032465,GO:0007059,GO:0000278,GO:0000226","AT2G45490.1","AtAUR3,AUR3","ataurora3","LOC_Os03g55620.2",NA,"CAMK_CAMK_like_Aur_like.2 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"2414",3912,"PstI.TP541575","Sobic.002G389000",2,74276308,10,"PS_N(10)","F96+4814(3);F106+4185(6);F116+3098(1)","HD_1(3);HW_1(1);GHW_1(1)","HD_50(1);GHW_50(1);HW_50(1)","GFW_1(1)","GFW_50(1)","","","","","ISIS EM-BLASSO(3);pLARmEB(7)",0.0943,15.7,1,"Chr02",74267790,74269927,2138,"+",-8518,6381,37951165,"Sobic.002G389000","Sobic.002G389000.1","Sobic.002G389000.1.p","PF00067","PTHR24282,PTHR24282:SF44","KOG0157","","","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT2G46950.1","CYP709B2","cytochrome P450, family 709, subfamily B, polypeptide 2","LOC_Os07g23570.1",NA,"cytochrome P450 72A1, putative, expressed"
"2415",3913,"PstI.TP541575","Sobic.002G389100",2,74276308,10,"PS_N(10)","F96+4814(3);F106+4185(6);F116+3098(1)","HD_1(3);HW_1(1);GHW_1(1)","HD_50(1);GHW_50(1);HW_50(1)","GFW_1(1)","GFW_50(1)","","","","","ISIS EM-BLASSO(3);pLARmEB(7)",0.0943,15.7,1,"Chr02",74272656,74275244,2589,"+",-3652,1064,37953915,"Sobic.002G389100","Sobic.002G389100.1","Sobic.002G389100.1.p","PF00067","PTHR24282,PTHR24282:SF44","KOG0157","","","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT2G46950.1","CYP709B2","cytochrome P450, family 709, subfamily B, polypeptide 2","LOC_Os07g44140.1",NA,"cytochrome P450 72A1, putative, expressed"
"2418",3922,"PstI.TP543083","Sobic.007G068300",7,7619505,13,"PS_Y(13)","F116+36088im(13)","GHW_1(2);HM_1(1)","","GFW_1(2)","FD_50(1);FW_50(1);GFW_50(2);FM_50(2)","fprinW(1);fprind(1)","CMLM+SUPER(4)MLM+SUPER(9)","","","",0.1866,0.9757,1,"Chr07",7617494,7620027,2534,"+",-2011,-522,37936316,"Sobic.007G068300","Sobic.007G068300.1","Sobic.007G068300.1.p","PF12142,PF12143,PF00264","PTHR11474,PTHR11474:SF16","","1.10.3.1","K00422","GO:0055114,GO:0004097,GO:0016491,GO:0008152","","","","LOC_Os01g58100.1",NA,"polyphenol oxidase, putative, expressed"
"2419",3924,"PstI.TP544110","Sobic.007G165000",7,59986998,4,"PS_Y(4)","F116+36088im(4)","HM_1(1)","","GFW_1(2)","FM_50(1)","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.243,0.00932,1,"Chr07",59985843,59988226,2384,"+",-1155,-1228,37935574,"Sobic.007G165000","Sobic.007G165000.1","Sobic.007G165000.1.p","PF13639","PTHR14155,PTHR14155:SF113","","","","GO:0008270,GO:0005515","AT5G43420.1","","RING/U-box superfamily protein","LOC_Os02g57460.1",NA,"RING-H2 finger protein ATL5G, putative, expressed"
"2421",3926,"PstI.TP544110","Sobic.007G164900",7,59986998,4,"PS_Y(4)","F116+36088im(4)","HM_1(1)","","GFW_1(2)","FM_50(1)","","CMLM+SUPER(1)MLM+SUPER(3)","","","",0.243,0.00932,1,"Chr07",59977348,59978348,1001,"-",-9650,8650,37934295,"Sobic.007G164900","Sobic.007G164900.1","Sobic.007G164900.1.p","PF00847","PTHR31190,PTHR31190:SF33","","","","GO:0006355,GO:0003700","AT3G23230.1","","Integrase-type DNA-binding superfamily protein","LOC_Os08g44960.1",NA,"AP2 domain containing protein, expressed"
"2424",3929,"PstI.TP545057","Sobic.003G214900",3,54934171,12,"PS_Y(12)","F116+36088im(12)","HW_1(1);GHW_1(2)","GHW_50(2)","FD_1(1)","FD_50(1);FW_50(1);GFW_50(2)","fprinW(1);fprind(1)","CMLM+SUPER(3)MLM+SUPER(9)","","","",0.192,2.34,1,"Chr03",54928110,54933783,5674,"-",-6061,388,37912528,"Sobic.003G214900","Sobic.003G214900.1","Sobic.003G214900.1.p","PF08263,PF13855,PF00069","PTHR27008,PTHR27008:SF24","KOG1187","2.7.11.1","","GO:0005515,GO:0006468,GO:0005524,GO:0004672","AT2G26730.1","","Leucine-rich repeat protein kinase family protein","LOC_Os01g42294.1",NA,"inactive receptor kinase At2g26730 precursor, putative, expressed"
"2425",3930,"PstI.TP547023","Sobic.002G405800",2,75564773,2,"PS_Y(2)","F116+36088im(2)","GHW_1(2)","","","","","CMLM+SUPER(1)MLM+SUPER(1)","","","",0.1138,1.686,1,"Chr02",75554537,75564924,10388,"-",-10236,-151,37954641,"Sobic.002G405800","Sobic.002G405800.1","Sobic.002G405800.1.p","PF00628,PF02791","PTHR22880,PTHR22880:SF5","","","","GO:0005515","AT5G22760.1","","PHD finger family protein","LOC_Os07g46690.1",NA,"PHD-finger family protein, expressed"
"2430",3941,"PstI.TP548709","Sobic.002G221500",2,61335066,23,"PS_N(23)","F96+4814(19);F106+4185(2);F116+3098(2)","HD_1(1);GHW_1(1)","HD_50(2);GHW_50(2);HW_50(1)","FD_1(1);FW_1(2);FM_1(2)","FD_50(2);FW_50(3);GFW_50(1);FM_50(1)","fprinW(2);fprind(2)","","FarmCPU(16)","FASTmrMLM(4)","pLARmEB(3)",0.07292,20.76,1,"Chr02",61343147,61344844,1698,"+",8081,-9778,37950008,"Sobic.002G221500","Sobic.002G221500.1","Sobic.002G221500.1.p","PF07651","PTHR22951,PTHR22951:SF19","","","","GO:0005543","AT1G25240.1","","ENTH/VHS/GAT family protein","LOC_Os08g36410.1",NA,"ANTH domain containing protein, expressed"
"2434",3948,"PstI.TP56482","Sobic.004G358800",4,68544225,12,"PS_Y(12)","F116+36088im(12)","","","GFW_1(2)","FD_50(1);FW_50(2);GFW_50(2);FM_50(1)","fprinW(2);fprind(1);fprinGW(1)","CMLM+SUPER(6)MLM+SUPER(6)","","","",0.1563,1.304,2,"Chr04",68537706,68539698,1993,"+",-6519,4527,37931956,"Sobic.004G358800","Sobic.004G358800.2","Sobic.004G358800.2.p","PF07714","PTHR27001,PTHR27001:SF59","KOG1187","2.7.11.1","","GO:0006468,GO:0004672","AT1G20650.1","","Protein kinase superfamily protein","LOC_Os02g58610.1",NA,"protein kinase, putative, expressed"
"2435",3950,"PstI.TP568461","Sobic.003G445100",3,74315454,9,"PS_N(9)","F106+4185(2);F116+3098(7)","GHW_1(1)","GHW_50(1);HW_50(1)","FW_1(1);GFW_1(1);FM_1(1)","FM_50(1)","fprinW(1);fprinGW(1)","","","","ISIS EM-BLASSO(2);pLARmEB(7)",0.0259,0.0239,2,"Chr03",74310197,74312158,1962,"+",-5257,3296,37918557,"Sobic.003G445100","Sobic.003G445100.2","Sobic.003G445100.2.p","PF00076","PTHR24012","","","","GO:0003676","AT5G61030.1","GR-RBP3","glycine-rich RNA-binding protein 3","LOC_Os01g74340.1",NA,"RNA recognition motif containing protein, putative, expressed"
"2436",3952,"PstI.TP568461","Sobic.003G445000",3,74315454,9,"PS_N(9)","F106+4185(2);F116+3098(7)","GHW_1(1)","GHW_50(1);HW_50(1)","FW_1(1);GFW_1(1);FM_1(1)","FM_50(1)","fprinW(1);fprinGW(1)","","","","ISIS EM-BLASSO(2);pLARmEB(7)",0.0259,0.0239,1,"Chr03",74305821,74310057,4237,"-",-9633,5397,37918652,"Sobic.003G445000","Sobic.003G445000.1","Sobic.003G445000.1.p","PF03283","PTHR21562,PTHR21562:SF20","KOG4287","","","GO:0016787","AT3G09410.1","","Pectinacetylesterase family protein","LOC_Os01g74330.1",NA,"pectinacetylesterase domain containing protein, expressed"
