,SNP,Gene,chr,start,end,width,strand,dis_start.positon,dis_positon.end
4221,PstI.TP671098,Sobic.002G172600.2,Chr02,54578233,54581293,3061,+,330,-3390
4222,PstI.TP671098,Sobic.002G172500.7,Chr02,54564904,54570161,5258,-,-12999,7742
4223,PstI.TP671098,Sobic.002G172500.5,Chr02,54567106,54570161,3056,-,-10797,7742
4224,PstI.TP671098,Sobic.002G172500.6,Chr02,54567106,54570161,3056,-,-10797,7742
4225,PstI.TP671098,Sobic.002G172500.3,Chr02,54567106,54570324,3219,-,-10797,7579
4226,PstI.TP671098,Sobic.002G172500.4,Chr02,54567106,54570324,3219,-,-10797,7579
4227,PstI.TP671098,Sobic.002G172700.1,Chr02,54581405,54584813,3409,-,3502,-6910
4228,PstI.TP671098,Sobic.002G172800.1,Chr02,54587258,54588349,1092,-,9355,-10446
4229,PstI.TP675318,Sobic.004G263400.1,Chr04,60832260,60837708,5449,+,-12356,6908
4230,PstI.TP675318,Sobic.004G263400.2,Chr04,60832528,60837708,5181,+,-12088,6908
4231,PstI.TP675318,Sobic.004G263500.1,Chr04,60838256,60844705,6450,-,-6360,-89
4232,PstI.TP675318,Sobic.004G263500.2,Chr04,60838256,60844705,6450,-,-6360,-89
4233,PstI.TP675318,Sobic.004G263600.1,Chr04,60846287,60855572,9286,-,1671,-10956
4234,PstI.TP675318,Sobic.004G263600.2,Chr04,60846287,60855760,9474,-,1671,-11144
4235,PstI.TP677745,Sobic.001G075400.1,Chr01,5750904,5754421,3518,+,-947,-2570
4236,PstI.TP677745,Sobic.001G075500.1,Chr01,5755112,5756313,1202,+,3261,-4462
4237,PstI.TP677745,Sobic.001G075200.1,Chr01,5740982,5743945,2964,-,-10869,7906
4238,PstI.TP679058,Sobic.003G327500.1,Chr03,65308098,65311355,3258,-,-10422,7165
4239,PstI.TP679058,Sobic.003G327600.1,Chr03,65317046,65319239,2194,-,-1474,-719
4240,PstI.TP681191,Sobic.006G148700.1,Chr06,51028693,51033225,4533,-,-12254,7722
4241,PstI.TP681191,Sobic.006G148800.1,Chr06,51039816,51042905,3090,-,-1131,-1958
4243,PstI.TP682870,Sobic.009G024000.1,Chr09,2132995,2138777,5783,+,-13247,7465
4244,PstI.TP682870,Sobic.009G024133.1,Chr09,2145989,2149169,3181,+,-253,-2927
4245,PstI.TP682870,Sobic.009G024133.2,Chr09,2145989,2149169,3181,+,-253,-2927
4246,PstI.TP682870,Sobic.009G024166.1,Chr09,2150080,2151836,1757,+,3838,-5594
4247,PstI.TP682870,Sobic.009G024100.2,Chr09,2139713,2146283,6571,-,-6529,-41
4248,PstI.TP682870,Sobic.009G024100.1,Chr09,2139713,2146321,6609,-,-6529,-79
4252,PstI.TP688010,Sobic.004G056900.1,Chr04,4564183,4565563,1381,+,-10266,8886
4253,PstI.TP688010,Sobic.004G057000.2,Chr04,4567264,4568241,978,+,-7185,6208
4254,PstI.TP688010,Sobic.004G057100.1,Chr04,4571014,4575745,4732,+,-3435,-1296
4255,PstI.TP688010,Sobic.004G057200.1,Chr04,4576127,4578632,2506,+,1678,-4183
4256,PstI.TP688010,Sobic.004G057300.1,Chr04,4582108,4585421,3314,+,7659,-10972
4257,PstI.TP688032,Sobic.002G266800.1,Chr02,65110728,65116132,5405,+,-9407,4003
4258,PstI.TP688032,Sobic.002G266800.2,Chr02,65110728,65116132,5405,+,-9407,4003
4259,PstI.TP688032,Sobic.002G267000.1,Chr02,65126280,65127377,1098,+,6145,-7242
4260,PstI.TP688032,Sobic.002G266900.1,Chr02,65118042,65120140,2099,-,-2093,-5
4261,PstI.TP688032,Sobic.002G266900.2,Chr02,65118223,65120140,1918,-,-1912,-5
4262,PstI.TP688032,Sobic.002G266900.3,Chr02,65118223,65120140,1918,-,-1912,-5
4263,PstI.TP68903,Sobic.001G076600.3,Chr01,5886941,5890443,3503,+,-11786,8284
4264,PstI.TP68903,Sobic.001G076600.1,Chr01,5886941,5891221,4281,+,-11786,7506
4265,PstI.TP68903,Sobic.001G076600.2,Chr01,5886941,5891221,4281,+,-11786,7506
4266,PstI.TP68903,Sobic.001G076700.1,Chr01,5896242,5902676,6435,+,-2485,-3949
4267,PstI.TP68903,Sobic.001G076700.2,Chr01,5896242,5902676,6435,+,-2485,-3949
4268,PstI.TP68903,Sobic.001G076800.1,Chr01,5905779,5906811,1033,-,7052,-8084
4270,PstI.TP692582,Sobic.010G050000.1,Chr10,3858757,3859929,1173,+,-4944,3772
4271,PstI.TP692582,Sobic.010G050100.1,Chr10,3862181,3864993,2813,+,-1520,-1292
4272,PstI.TP692582,Sobic.010G050200.1,Chr10,3865456,3870171,4716,+,1755,-6470
4273,PstI.TP692582,Sobic.010G050300.2,Chr10,3870297,3876032,5736,-,6596,-12331
4274,PstI.TP692582,Sobic.010G050300.3,Chr10,3870297,3876032,5736,-,6596,-12331
4275,PstI.TP692582,Sobic.010G050300.4,Chr10,3870297,3885982,15686,-,6596,-22281
4278,PstI.TP696676,Sobic.003G356700.1,Chr03,67501564,67502426,863,+,-2250,1388
4279,PstI.TP696676,Sobic.003G356850.1,Chr03,67504498,67505498,1001,+,684,-1684
4280,PstI.TP696676,Sobic.003G356600.1,Chr03,67492758,67496854,4097,-,-11056,6960
4281,PstI.TP696676,Sobic.003G356800.1,Chr03,67502613,67503880,1268,-,-1201,-66
4282,PstI.TP697323,Sobic.003G127500.1,Chr03,11715429,11719235,3807,+,-9296,5490
4283,PstI.TP697323,Sobic.003G127700.1,Chr03,11720734,11725042,4309,+,-3991,-317
4284,PstI.TP697323,Sobic.003G127800.1,Chr03,11726787,11730473,3687,+,2062,-5748
4285,PstI.TP697323,Sobic.003G127600.1,Chr03,11719447,11720805,1359,-,-5278,3920
4286,PstI.TP697323,Sobic.003G127900.1,Chr03,11730723,11731913,1191,-,5998,-7188
4287,PstI.TP697323,Sobic.003G128000.2,Chr03,11733650,11736444,2795,-,8925,-11719
4288,PstI.TP697323,Sobic.003G128000.3,Chr03,11733876,11736352,2477,-,9151,-11627
4291,PstI.TP6990,Sobic.001G527600.1,Chr01,79165260,79167685,2426,+,-7118,4693
4292,PstI.TP6990,Sobic.001G527800.1,Chr01,79178713,79190633,11921,+,6335,-18255
4293,PstI.TP6990,Sobic.001G527800.2,Chr01,79178713,79190633,11921,+,6335,-18255
4294,PstI.TP6990,Sobic.001G527550.1,Chr01,79164471,79168144,3674,-,-7907,4234
4295,PstI.TP6990,Sobic.001G527700.1,Chr01,79168504,79174263,5760,-,-3874,-1885
4296,PstI.TP6990,Sobic.001G527700.2,Chr01,79168504,79174263,5760,-,-3874,-1885
4297,PstI.TP69959,Sobic.009G238200.1,Chr09,57628850,57630763,1914,+,-10937,9024
4298,PstI.TP69959,Sobic.009G238300.2,Chr09,57630301,57632518,2218,-,-9486,7269
4299,PstI.TP69959,Sobic.009G238300.1,Chr09,57630305,57632518,2214,-,-9482,7269
4300,PstI.TP69959,Sobic.009G238500.1,Chr09,57639492,57641346,1855,-,-295,-1559
4301,PstI.TP700186,Sobic.007G215900.1,Chr07,64448791,64451893,3103,+,-5620,2518
4302,PstI.TP700186,Sobic.007G216001.1,Chr07,64455642,64457295,1654,+,1231,-2884
4303,PstI.TP700186,Sobic.007G216100.1,Chr07,64459498,64463442,3945,-,5087,-9031
4304,PstI.TP700622,Sobic.007G068300.1,Chr07,7617494,7620027,2534,+,-12179,9646
4305,PstI.TP700622,Sobic.007G068500.1,Chr07,7629581,7631904,2324,+,-92,-2231
4306,PstI.TP703729,Sobic.003G363500.1,Chr03,68102184,68107723,5540,+,-10757,5218
4307,PstI.TP703729,Sobic.003G363600.10,Chr03,68107429,68115976,8548,-,-5512,-3035
4308,PstI.TP703729,Sobic.003G363600.2,Chr03,68107429,68115976,8548,-,-5512,-3035
4309,PstI.TP703729,Sobic.003G363600.6,Chr03,68107441,68115976,8536,-,-5500,-3035
4310,PstI.TP703729,Sobic.003G363600.7,Chr03,68107441,68115976,8536,-,-5500,-3035
4311,PstI.TP703729,Sobic.003G363600.9,Chr03,68107441,68115976,8536,-,-5500,-3035
4312,PstI.TP703729,Sobic.003G363600.8,Chr03,68107457,68115976,8520,-,-5484,-3035
4313,PstI.TP703729,Sobic.003G363600.5,Chr03,68107465,68114713,7249,-,-5476,-1772
4314,PstI.TP703729,Sobic.003G363600.1,Chr03,68107465,68115976,8512,-,-5476,-3035
4315,PstI.TP703729,Sobic.003G363600.3,Chr03,68107465,68115976,8512,-,-5476,-3035
4316,PstI.TP703729,Sobic.003G363600.4,Chr03,68107465,68115976,8512,-,-5476,-3035
4317,PstI.TP703729,Sobic.003G363700.1,Chr03,68117750,68125999,8250,-,4809,-13058
4318,PstI.TP703729,Sobic.003G363700.3,Chr03,68117750,68125999,8250,-,4809,-13058
4319,PstI.TP704102,Sobic.003G413700.1,Chr03,72087741,72093980,6240,+,-9342,3103
4320,PstI.TP704102,Sobic.003G413800.1,Chr03,72095299,72096870,1572,+,-1784,213
4321,PstI.TP704102,Sobic.003G413900.1,Chr03,72103532,72104881,1350,-,6449,-7798
4322,PstI.TP704596,Sobic.002G035500.1,Chr02,3332982,3339754,6773,+,7243,-14015
4323,PstI.TP705829,Sobic.006G240200.1,Chr06,58061908,58062678,771,+,-3,-767
4324,PstI.TP705829,Sobic.006G240100.2,Chr06,58052598,58057333,4736,-,-9313,4578
4325,PstI.TP705829,Sobic.006G240100.3,Chr06,58052885,58057333,4449,-,-9026,4578
4326,PstI.TP705829,Sobic.006G240100.1,Chr06,58052911,58057333,4423,-,-9000,4578
4327,PstI.TP706479,Sobic.002G115801.1,Chr02,14255821,14258542,2722,-,-9162,6441
4328,PstI.TP706479,Sobic.002G115900.1,Chr02,14263932,14268689,4758,-,-1051,-3706
4329,PstI.TP706479,Sobic.002G115900.2,Chr02,14263932,14268689,4758,-,-1051,-3706
4330,PstI.TP706641,Sobic.003G444900.1,Chr03,74302872,74305149,2278,+,-310,-1967
4331,PstI.TP706641,Sobic.003G445100.2,Chr03,74310197,74312158,1962,+,7015,-8976
4332,PstI.TP706641,Sobic.003G445100.1,Chr03,74310212,74312158,1947,+,7030,-8976
4333,PstI.TP706641,Sobic.003G444800.1,Chr03,74284328,74297114,12787,-,-18854,6068
4334,PstI.TP706641,Sobic.003G444800.5,Chr03,74284328,74297114,12787,-,-18854,6068
4335,PstI.TP706641,Sobic.003G445000.1,Chr03,74305821,74310057,4237,-,2639,-6875
4336,PstI.TP706641,Sobic.003G445000.2,Chr03,74305821,74310083,4263,-,2639,-6901
4337,PstI.TP706641,Sobic.003G445200.1,Chr03,74312442,74315689,3248,-,9260,-12507
4338,PstI.TP707030,Sobic.004G205500.1,Chr04,55664658,55668266,3609,+,-831,-2777
4339,PstI.TP707030,Sobic.004G205300.1,Chr04,55658056,55659229,1174,-,-7433,6260
4340,PstI.TP707030,Sobic.004G205400.1,Chr04,55663211,55664477,1267,-,-2278,1012
4341,PstI.TP707030,Sobic.004G205600.1,Chr04,55669358,55674799,5442,-,3869,-9310
4342,PstI.TP707030,Sobic.004G205600.2,Chr04,55669358,55674799,5442,-,3869,-9310
4343,PstI.TP708955,Sobic.004G025200.1,Chr04,2033788,2035719,1932,+,-9889,7958
4344,PstI.TP708955,Sobic.004G025300.1,Chr04,2037948,2039912,1965,+,-5729,3765
4345,PstI.TP708955,Sobic.004G025700.1,Chr04,2053256,2057428,4173,+,9579,-13751
4346,PstI.TP708955,Sobic.004G025400.1,Chr04,2040338,2043948,3611,-,-3339,-271
4347,PstI.TP708955,Sobic.004G025500.1,Chr04,2047408,2048253,846,-,3731,-4576
4348,PstI.TP708955,Sobic.004G025600.1,Chr04,2050398,2051079,682,-,6721,-7402
4349,PstI.TP708980,Sobic.001G525900.1,Chr01,78988198,78994119,5922,-,-3592,-2329
4350,PstI.TP708980,Sobic.001G525900.2,Chr01,78988198,78994119,5922,-,-3592,-2329
4351,PstI.TP708980,Sobic.001G525900.3,Chr01,78988198,78994119,5922,-,-3592,-2329
4353,PstI.TP713417,Sobic.010G134801.1,Chr10,19930750,19932733,1984,-,-9097,7114
4354,PstI.TP713417,Sobic.010G134900.2,Chr10,19938253,19940083,1831,-,-1594,-236
4355,PstI.TP713417,Sobic.010G134900.5,Chr10,19938253,19940083,1831,-,-1594,-236
4356,PstI.TP713933,Sobic.001G243666.1,Chr01,25303687,25305959,2273,-,-1117,-1155
4357,PstI.TP714039,Sobic.010G214800.1,Chr10,55772570,55777022,4453,+,-472,-3980
4358,PstI.TP714039,Sobic.010G214950.1,Chr10,55780234,55780675,442,+,7192,-7633
4359,PstI.TP714039,Sobic.010G214900.1,Chr10,55777184,55784716,7533,-,4142,-11674
4361,PstI.TP716101,Sobic.006G107400.1,Chr06,47676507,47678459,1953,+,-1288,-664
4362,PstI.TP716101,Sobic.006G107332.1,Chr06,47669209,47671926,2718,-,-8586,5869
4363,PstI.TP717531,Sobic.008G001700.1,Chr08,152798,157364,4567,+,-9538,4972
4364,PstI.TP717531,Sobic.008G001800.3,Chr08,161640,163525,1886,-,-696,-1189
4365,PstI.TP717531,Sobic.008G001900.1,Chr08,165189,170273,5085,-,2853,-7937
4366,PstI.TP71825,Sobic.003G235900.1,Chr03,57452999,57457769,4771,-,-11061,6291
4367,PstI.TP71825,Sobic.003G236000.2,Chr03,57471900,57478927,7028,-,7840,-14867
4368,PstI.TP719892,Sobic.005G167700.1,Chr05,64639094,64651583,12490,+,-13860,1371
4369,PstI.TP719892,Sobic.005G167700.2,Chr05,64639775,64651583,11809,+,-13179,1371
4370,PstI.TP719892,Sobic.005G167800.1,Chr05,64651919,64655299,3381,-,-1035,-2345
4371,PstI.TP719892,Sobic.005G168000.1,Chr05,64657544,64660701,3158,-,4590,-7747
4372,PstI.TP719892,Sobic.005G168000.2,Chr05,64657544,64660701,3158,-,4590,-7747
4373,PstI.TP719892,Sobic.005G168000.3,Chr05,64657544,64660906,3363,-,4590,-7952
4374,PstI.TP719892,Sobic.005G168000.4,Chr05,64657732,64660888,3157,-,4778,-7934
4375,PstI.TP724345,Sobic.005G228600.1,Chr05,71588908,71592412,3505,+,-4610,1106
4376,PstI.TP724345,Sobic.005G228600.2,Chr05,71588908,71592412,3505,+,-4610,1106
4377,PstI.TP724345,Sobic.005G228700.1,Chr05,71599142,71600181,1040,+,5624,-6663
4378,PstI.TP724345,Sobic.005G228501.1,Chr05,71584292,71587909,3618,-,-9226,5609
4379,PstI.TP724345,Sobic.005G228650.1,Chr05,71592413,71593514,1102,-,-1105,4
4380,PstI.TP724579,Sobic.006G048300.2,Chr06,33976071,33978900,2830,+,-6894,4065
4381,PstI.TP724579,Sobic.006G048500.1,Chr06,33983488,33986586,3099,+,523,-3621
4382,PstI.TP724579,Sobic.006G048600.1,Chr06,33986587,33988330,1744,+,3622,-5365
4383,PstI.TP724579,Sobic.006G048400.1,Chr06,33980516,33983116,2601,-,-2449,-151
4384,PstI.TP726225,Sobic.006G243900.3,Chr06,58395638,58399975,4338,+,-11174,6837
4385,PstI.TP726225,Sobic.006G243900.2,Chr06,58395638,58401831,6194,+,-11174,4981
4386,PstI.TP726225,Sobic.006G244100.1,Chr06,58415317,58417264,1948,+,8505,-10452
4387,PstI.TP726225,Sobic.006G244000.1,Chr06,58398656,58408126,9471,-,-8156,-1314
4389,PstI.TP728172,Sobic.003G068150.1,Chr03,5779980,5782718,2739,-,-7488,4750
4390,PstI.TP728172,Sobic.003G068200.2,Chr03,5783717,5787694,3978,-,-3751,-226
4391,PstI.TP728172,Sobic.003G068200.3,Chr03,5783717,5787694,3978,-,-3751,-226
4392,PstI.TP728172,Sobic.003G068300.1,Chr03,5794307,5795971,1665,-,6839,-8503
4393,PstI.TP728172,Sobic.003G068300.2,Chr03,5794307,5795971,1665,-,6839,-8503
4395,PstI.TP731358,Sobic.008G193200.1,Chr08,62664620,62665747,1128,+,-38,-1089
4396,PstI.TP731358,Sobic.008G193300.1,Chr08,62665983,62671469,5487,-,1325,-6811
4397,PstI.TP731882,Sobic.003G162200.1,Chr03,19716137,19717243,1107,-,-643,-463
4398,PstI.TP732481,Sobic.003G217566.1,Chr03,55300595,55304303,3709,+,-3472,-236
4399,PstI.TP732481,Sobic.003G217632.1,Chr03,55308084,55311807,3724,+,4017,-7740
4400,PstI.TP732481,Sobic.003G217500.1,Chr03,55295937,55300874,4938,-,-8130,3193
4401,PstI.TP732481,Sobic.003G217700.3,Chr03,55313794,55317681,3888,-,9727,-13614
4402,PstI.TP732481,Sobic.003G217700.1,Chr03,55313794,55317689,3896,-,9727,-13622
4403,PstI.TP732481,Sobic.003G217700.2,Chr03,55313794,55317689,3896,-,9727,-13622
4405,PstI.TP734017,Sobic.001G326900.4,Chr01,61372602,61378348,5747,+,-5446,-300
4406,PstI.TP734017,Sobic.001G326900.1,Chr01,61372602,61380996,8395,+,-5446,-2948
4407,PstI.TP734017,Sobic.001G326900.2,Chr01,61372602,61380996,8395,+,-5446,-2948
4408,PstI.TP734017,Sobic.001G326900.3,Chr01,61373508,61380996,7489,+,-4540,-2948
4409,PstI.TP734017,Sobic.001G327000.1,Chr01,61382548,61383700,1153,-,4500,-5652
4410,PstI.TP734017,Sobic.001G327100.1,Chr01,61386156,61387828,1673,-,8108,-9780
4411,PstI.TP734017,Sobic.001G327100.2,Chr01,61386156,61387828,1673,-,8108,-9780
4412,PstI.TP734535,Sobic.008G163400.1,Chr08,59698769,59700969,2201,+,-4505,2305
4413,PstI.TP734535,Sobic.008G163500.1,Chr08,59703181,59709604,6424,+,-93,-6330
4414,PstI.TP734535,Sobic.008G163600.1,Chr08,59710220,59711023,804,+,6946,-7749
4415,PstI.TP734535,Sobic.008G163300.1,Chr08,59686853,59694730,7878,-,-16421,8544
4416,PstI.TP734535,Sobic.008G163300.2,Chr08,59686853,59694730,7878,-,-16421,8544
4418,PstI.TP737551,Sobic.006G235700.1,Chr06,57757224,57760331,3108,+,45,-3152
4419,PstI.TP737551,Sobic.006G235900.1,Chr06,57764954,57765085,132,+,7775,-7906
4420,PstI.TP737551,Sobic.006G235800.1,Chr06,57765129,57767421,2293,+,7950,-10242
4421,PstI.TP737551,Sobic.006G235801.1,Chr06,57759838,57762381,2544,-,2659,-5202
4422,PstI.TP737551,Sobic.006G235801.3,Chr06,57759838,57762381,2544,-,2659,-5202
4423,PstI.TP737551,Sobic.006G235801.2,Chr06,57760545,57762381,1837,-,3366,-5202
4427,PstI.TP738881,Sobic.002G189100.1,Chr02,57517227,57520854,3628,-,4902,-8529
4428,PstI.TP73962,Sobic.008G057900.1,Chr08,6023320,6027434,4115,+,5986,-10100
4429,PstI.TP73962,Sobic.008G057700.1,Chr08,6006851,6008734,1884,-,-10483,8600
4430,PstI.TP73962,Sobic.008G057800.1,Chr08,6013467,6018006,4540,-,-3867,-672
4431,PstI.TP740140,Sobic.009G016201.1,Chr09,1523034,1524775,1742,-,-5524,3783
4432,PstI.TP740140,Sobic.009G016300.1,Chr09,1532031,1532648,618,-,3473,-4090
4433,PstI.TP740140,Sobic.009G016400.1,Chr09,1537743,1541703,3961,-,9185,-13145
4434,PstI.TP740179,Sobic.003G095700.1,Chr03,8404873,8408492,3620,+,-9141,5522
4435,PstI.TP740179,Sobic.003G095750.1,Chr03,8412532,8413370,839,+,-1482,644
4436,PstI.TP740179,Sobic.003G095800.1,Chr03,8416682,8423223,6542,-,2668,-9209
4437,PstI.TP740447,Sobic.007G131500.2,Chr07,54855675,54858171,2497,+,-7766,5270
4438,PstI.TP740447,Sobic.007G131600.1,Chr07,54862978,54865463,2486,-,-463,-2022
4439,PstI.TP740447,Sobic.007G131700.2,Chr07,54873115,54876933,3819,-,9674,-13492
4440,PstI.TP742379,Sobic.002G247300.1,Chr02,63528682,63539526,10845,-,-12302,1458
4441,PstI.TP742379,Sobic.002G247300.2,Chr02,63528703,63539204,10502,-,-12281,1780
4442,PstI.TP742379,Sobic.002G247300.3,Chr02,63528703,63539204,10502,-,-12281,1780
4443,PstI.TP742379,Sobic.002G247401.1,Chr02,63540457,63544301,3845,-,-527,-3317
4444,PstI.TP742379,Sobic.002G247500.3,Chr02,63544987,63550449,5463,-,4003,-9465
4445,PstI.TP742379,Sobic.002G247500.4,Chr02,63544987,63550449,5463,-,4003,-9465
4446,PstI.TP742379,Sobic.002G247500.2,Chr02,63544987,63550471,5485,-,4003,-9487
4447,PstI.TP744262,Sobic.004G152300.1,Chr04,48096694,48100012,3319,+,3967,-7285
4448,PstI.TP744262,Sobic.004G152400.1,Chr04,48100604,48103042,2439,+,7877,-10315
4451,PstI.TP747686,Sobic.005G002400.1,Chr05,190488,194282,3795,+,-638,-3156
4453,PstI.TP749093,Sobic.002G392000.1,Chr02,74467907,74469446,1540,+,-9614,8075
4454,PstI.TP749093,Sobic.002G392100.1,Chr02,74473602,74475145,1544,-,-3919,2376
4455,PstI.TP749310,Sobic.002G091200.1,Chr02,9520497,9521758,1262,+,-5257,3996
4456,PstI.TP749310,Sobic.002G091300.1,Chr02,9525195,9526587,1393,+,-559,-833
4457,PstI.TP749310,Sobic.002G091500.1,Chr02,9530774,9532713,1940,+,5020,-6959
4458,PstI.TP749310,Sobic.002G091400.1,Chr02,9528682,9530773,2092,-,2928,-5019
4459,PstI.TP750640,Sobic.003G128525.1,Chr03,11819698,11820201,504,-,-258,-245
4461,PstI.TP753697,Sobic.004G025000.3,Chr04,2024674,2031337,6664,+,-13690,7027
4462,PstI.TP753697,Sobic.004G025000.2,Chr04,2024848,2031335,6488,+,-13516,7029
4463,PstI.TP753697,Sobic.004G025000.1,Chr04,2024876,2031304,6429,+,-13488,7060
4464,PstI.TP753697,Sobic.004G025100.1,Chr04,2031724,2033016,1293,+,-6640,5348
4465,PstI.TP753697,Sobic.004G025200.1,Chr04,2033788,2035719,1932,+,-4576,2645
4466,PstI.TP753697,Sobic.004G025300.1,Chr04,2037948,2039912,1965,+,-416,-1548
4467,PstI.TP753697,Sobic.004G025400.1,Chr04,2040338,2043948,3611,-,1974,-5584
4468,PstI.TP753697,Sobic.004G025500.1,Chr04,2047408,2048253,846,-,9044,-9889
4472,PstI.TP760791,Sobic.009G225500.1,Chr09,56733784,56736681,2898,+,-2628,-269
4473,PstI.TP760791,Sobic.009G225300.2,Chr09,56724382,56727042,2661,-,-12030,9370
4474,PstI.TP760791,Sobic.009G225600.1,Chr09,56745759,56747418,1660,-,9347,-11006
4475,PstI.TP761879,Sobic.003G365200.1,Chr03,68190998,68192425,1428,+,-142,-1285
4476,PstI.TP761879,Sobic.003G365400.1,Chr03,68196364,68197713,1350,+,5224,-6573
4477,PstI.TP761879,Sobic.003G364950.1,Chr03,68180745,68181236,492,-,-10395,9904
4478,PstI.TP761879,Sobic.003G365000.1,Chr03,68181768,68183877,2110,-,-9372,7263
4479,PstI.TP761879,Sobic.003G365100.1,Chr03,68186847,68189556,2710,-,-4293,1584
4480,PstI.TP761879,Sobic.003G365300.1,Chr03,68191997,68196083,4087,-,857,-4943
4481,PstI.TP761879,Sobic.003G365450.1,Chr03,68199061,68200041,981,-,7921,-8901
4484,PstI.TP768230,Sobic.004G153800.1,Chr04,48609512,48614343,4832,+,-2272,-2559
4485,PstI.TP768230,Sobic.004G153800.2,Chr04,48609512,48614343,4832,+,-2272,-2559
4486,PstI.TP768230,Sobic.004G153800.3,Chr04,48609512,48614343,4832,+,-2272,-2559
4487,PstI.TP768230,Sobic.004G153900.3,Chr04,48617500,48623129,5630,-,5716,-11345
4488,PstI.TP768230,Sobic.004G153900.4,Chr04,48618091,48623127,5037,-,6307,-11343
4489,PstI.TP768230,Sobic.004G153900.2,Chr04,48618128,48628709,10582,-,6344,-16925
4490,PstI.TP769101,Sobic.003G363800.2,Chr03,68126018,68129770,3753,+,-2990,-762
4491,PstI.TP769101,Sobic.003G363900.1,Chr03,68130153,68131430,1278,+,1145,-2422
4492,PstI.TP769101,Sobic.003G363700.1,Chr03,68117750,68125999,8250,-,-11258,3009
4493,PstI.TP769101,Sobic.003G363700.3,Chr03,68117750,68125999,8250,-,-11258,3009
4494,PstI.TP769101,Sobic.003G364000.1,Chr03,68136223,68137470,1248,-,7215,-8462
4495,PstI.TP769160,Sobic.002G212000.1,Chr02,60448411,60451866,3456,+,-6747,3292
4496,PstI.TP769160,Sobic.002G212000.2,Chr02,60448411,60451866,3456,+,-6747,3292
4497,PstI.TP769160,Sobic.002G212100.1,Chr02,60454861,60455265,405,+,-297,-107
4498,PstI.TP769160,Sobic.002G212200.1,Chr02,60461593,60464163,2571,-,6435,-9005
4499,PstI.TP769160,Sobic.002G212200.2,Chr02,60461593,60464163,2571,-,6435,-9005
4500,PstI.TP77040,Sobic.004G014000.1,Chr04,1144517,1149986,5470,+,-2946,-2523
4501,PstI.TP77040,Sobic.004G014100.1,Chr04,1152157,1155708,3552,+,4694,-8245
4502,PstI.TP770895,Sobic.001G161200.1,Chr01,13263107,13265447,2341,+,-462,-1878
4503,PstI.TP770895,Sobic.001G161200.2,Chr01,13263107,13265447,2341,+,-462,-1878
4504,PstI.TP770895,Sobic.001G161300.1,Chr01,13267684,13269463,1780,+,4115,-5894
4505,PstI.TP770895,Sobic.001G161400.1,Chr01,13271474,13275956,4483,+,7905,-12387
4506,PstI.TP77161,Sobic.007G187100.1,Chr07,62001596,62009459,7864,+,-6109,-1754
4507,PstI.TP77161,Sobic.007G187200.2,Chr07,62010473,62019926,9454,-,2768,-12221
4508,PstI.TP77203,Sobic.009G184200.1,Chr09,53732001,53743861,11861,+,7687,-19547
4509,PstI.TP77203,Sobic.009G184200.2,Chr09,53732848,53743861,11014,+,8534,-19547
4510,PstI.TP77203,Sobic.009G183700.1,Chr09,53713726,53716946,3221,-,-10588,7368
4511,PstI.TP77203,Sobic.009G183800.2,Chr09,53717294,53719461,2168,-,-7020,4853
4512,PstI.TP77203,Sobic.009G183900.1,Chr09,53719958,53722138,2181,-,-4356,2176
4513,PstI.TP77203,Sobic.009G183900.3,Chr09,53719958,53722138,2181,-,-4356,2176
4514,PstI.TP77203,Sobic.009G183900.2,Chr09,53719958,53722197,2240,-,-4356,2117
4515,PstI.TP77203,Sobic.009G184000.1,Chr09,53723255,53725757,2503,-,-1059,-1443
4516,PstI.TP77203,Sobic.009G184100.1,Chr09,53727593,53728417,825,-,3279,-4103
4517,PstI.TP772432,Sobic.002G094600.1,Chr02,9808888,9815473,6586,+,-12009,5424
4518,PstI.TP772432,Sobic.002G094700.1,Chr02,9819668,9821817,2150,+,-1229,-920
4519,PstI.TP772432,Sobic.002G094800.1,Chr02,9826747,9828843,2097,+,5850,-7946
4520,PstI.TP772432,Sobic.002G094900.1,Chr02,9830327,9830910,584,-,9430,-10013
4521,PstI.TP772632,Sobic.002G276500.1,Chr02,65914170,65916019,1850,-,-6717,4868
