"","SNP","Gene","Chromosome","Position","Grand.Total","PS","Ind.SNP","Heading_1","Heading_50","Flowering_1","Flowering_50","PCA","SUPER","FarmCPU","mrMLM.1","mrMLM.2","MAF","PVE","chr","start","end","width","strand","dis_start.positon","dis_positon.end","Pfam","Panther","KOG","ec","KO","GO","Best.hit.arabi.name","arabi.symbol","arabi.defline","Best.hit.rice.name","rice.symbol","rice.defline"
"14586","PstI.TP761879","Sobic.003G365100",3,68191140,7,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FD_50","fprind","CMLM+SUPER;MLM+SUPER","","","",0.06978,0.09056,"Chr03",68186847,68189556,2710,"-",-4293,1584,"","PTHR36352","","","","","AT2G36145","","","LOC_Os01g64270",NA,"expressed protein"
"14558","PstI.TP761879","Sobic.003G365200",3,68191140,7,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FD_50","fprind","CMLM+SUPER;MLM+SUPER","","","",0.06978,0.09056,"Chr03",68190998,68192425,1428,"+",-142,-1285,"","PTHR36352","","","","","AT2G36145","","","LOC_Os01g64270",NA,"expressed protein"
"14593","PstI.TP761879","Sobic.003G365300",3,68191140,7,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FD_50","fprind","CMLM+SUPER;MLM+SUPER","","","",0.06978,0.09056,"Chr03",68191997,68196083,4087,"-",857,-4943,"","PTHR36352","","","","","AT2G36145","","","LOC_Os01g64270",NA,"expressed protein"
"14565","PstI.TP761879","Sobic.003G365400",3,68191140,7,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FD_50","fprind","CMLM+SUPER;MLM+SUPER","","","",0.06978,0.09056,"Chr03",68196364,68197713,1350,"+",5224,-6573,"","PTHR36352","","","","","AT2G36145","","","LOC_Os01g64270",NA,"expressed protein"
"14600","PstI.TP761879","Sobic.003G365450",3,68191140,7,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FD_50","fprind","CMLM+SUPER;MLM+SUPER","","","",0.06978,0.09056,"Chr03",68199061,68200041,981,"-",7921,-8901,"","PTHR36352","","","","","AT2G36145","","","LOC_Os01g64270",NA,"expressed protein"
"14607","PstI.TP762971","NA",11,5268,1,"PS_N","F116+3098","","GHW_50","","","","","","","pLARmEB",0.0647,0.0002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14608","PstI.TP764114","NA",11,5274,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.07105,0.5501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14609","PstI.TP768230","Sobic.004G153800",4,48611784,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.2132,2.903,"Chr04",48609512,48614343,4832,"+",-2272,-2559,"","PTHR31071,PTHR31071:SF11","","","","","AT3G11590","","","LOC_Os04g31400",NA,"expressed protein"
"14619","PstI.TP768230","Sobic.004G153900",4,48611784,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.2132,2.903,"Chr04",48618128,48628709,10582,"-",6344,-16925,"","PTHR31071,PTHR31071:SF11","","","","","AT3G11590","","","LOC_Os04g31400",NA,"expressed protein"
"14629","PstI.TP769101","Sobic.003G363700",3,68129008,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1469,0.5535,"Chr03",68117750,68125999,8250,"-",-11258,3009,"PF00687","PTHR23105,PTHR23105:SF55","KOG1570","","K02865","","AT1G08360","","Ribosomal protein L1p/L10e family","LOC_Os02g21660",NA,"L1P family of ribosomal proteins domain containing protein, expressed"
"14621","PstI.TP769101","Sobic.003G363800",3,68129008,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1469,0.5535,"Chr03",68126018,68129770,3753,"+",-2990,-762,"PF00687","PTHR23105,PTHR23105:SF55","KOG1570","","K02865","","AT1G08360","","Ribosomal protein L1p/L10e family","LOC_Os02g21660",NA,"L1P family of ribosomal proteins domain containing protein, expressed"
"14625","PstI.TP769101","Sobic.003G363900",3,68129008,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1469,0.5535,"Chr03",68130153,68131430,1278,"+",1145,-2422,"PF00687","PTHR23105,PTHR23105:SF55","KOG1570","","K02865","","AT1G08360","","Ribosomal protein L1p/L10e family","LOC_Os02g21660",NA,"L1P family of ribosomal proteins domain containing protein, expressed"
"14637","PstI.TP769101","Sobic.003G364000",3,68129008,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.1469,0.5535,"Chr03",68136223,68137470,1248,"-",7215,-8462,"PF00687","PTHR23105,PTHR23105:SF55","KOG1570","","K02865","","AT1G08360","","Ribosomal protein L1p/L10e family","LOC_Os02g21660",NA,"L1P family of ribosomal proteins domain containing protein, expressed"
"14641","PstI.TP769160","Sobic.002G212000",2,60455158,4,"PS_Y","F116+36088im","GHW_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.2745,0.2977,"Chr02",60448411,60451866,3456,"+",-6747,3292,"PF00847","PTHR31190,PTHR31190:SF8","","","K09286","GO:0006355,GO:0003700","AT1G53910","RAP2.12","related to AP2 12","LOC_Os09g26420",NA,"AP2 domain containing protein, expressed"
"14647","PstI.TP769160","Sobic.002G212100",2,60455158,4,"PS_Y","F116+36088im","GHW_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.2745,0.2977,"Chr02",60454861,60455265,405,"+",-297,-107,"PF00847","PTHR31190,PTHR31190:SF8","","","K09286","GO:0006355,GO:0003700","AT1G53910","RAP2.12","related to AP2 12","LOC_Os09g26420",NA,"AP2 domain containing protein, expressed"
"14650","PstI.TP769160","Sobic.002G212200",2,60455158,4,"PS_Y","F116+36088im","GHW_1","","GFW_1","","","CMLM+SUPER;MLM+SUPER","","","",0.2745,0.2977,"Chr02",60461593,60464163,2571,"-",6435,-9005,"PF00847","PTHR31190,PTHR31190:SF8","","","K09286","GO:0006355,GO:0003700","AT1G53910","RAP2.12","related to AP2 12","LOC_Os09g26420",NA,"AP2 domain containing protein, expressed"
"14656","PstI.TP77040","Sobic.004G014000",4,1147463,23,"PS_Y","F116+36088im","HD_1;HW_1","HD_50;GHW_50;HW_50","FD_1;FW_1;GFW_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.4386,1.081,"Chr04",1144517,1149986,5470,"+",-2946,-2523,"PF07714","PTHR27001,PTHR27001:SF103","KOG1187","2.7.11.1,2.7.10.2","","GO:0006468,GO:0004672","AT2G17220","","Protein kinase superfamily protein","LOC_Os02g02600",NA,"serine/threonine-protein kinase Cx32, chloroplast precursor, putative, expressed"
"14658","PstI.TP77040","Sobic.004G014100",4,1147463,23,"PS_Y","F116+36088im","HD_1;HW_1","HD_50;GHW_50;HW_50","FD_1;FW_1;GFW_1","FD_50;FW_50;GFW_50;FM_50","fprinW;fprind;fprinGW","CMLM+SUPER;MLM+SUPER","","","",0.4386,1.081,"Chr04",1152157,1155708,3552,"+",4694,-8245,"PF07714","PTHR27001,PTHR27001:SF103","KOG1187","2.7.11.1,2.7.10.2","","GO:0006468,GO:0004672","AT2G17220","","Protein kinase superfamily protein","LOC_Os02g02600",NA,"serine/threonine-protein kinase Cx32, chloroplast precursor, putative, expressed"
"14660","PstI.TP770895","Sobic.001G161200",1,13263569,1,"PS_N","F116+3098","HM_1","","","","","","","","ISIS EM-BLASSO",0.125,0.8367,"Chr01",13263107,13265447,2341,"+",-462,-1878,"PF14531,PF03822","PTHR24343,PTHR24343:SF159","KOG0583","2.7.11.1","","GO:0007165","AT4G14580","CIPK4,SnRK3.3","CBL-interacting protein kinase 4","LOC_Os03g43440",NA,"CAMK_KIN1/SNF1/Nim1_like.17 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"14666","PstI.TP770895","Sobic.001G161300",1,13263569,1,"PS_N","F116+3098","HM_1","","","","","","","","ISIS EM-BLASSO",0.125,0.8367,"Chr01",13267684,13269463,1780,"+",4115,-5894,"PF14531,PF03822","PTHR24343,PTHR24343:SF159","KOG0583","2.7.11.1","","GO:0007165","AT4G14580","CIPK4,SnRK3.3","CBL-interacting protein kinase 4","LOC_Os03g43440",NA,"CAMK_KIN1/SNF1/Nim1_like.17 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"14669","PstI.TP770895","Sobic.001G161400",1,13263569,1,"PS_N","F116+3098","HM_1","","","","","","","","ISIS EM-BLASSO",0.125,0.8367,"Chr01",13271474,13275956,4483,"+",7905,-12387,"PF14531,PF03822","PTHR24343,PTHR24343:SF159","KOG0583","2.7.11.1","","GO:0007165","AT4G14580","CIPK4,SnRK3.3","CBL-interacting protein kinase 4","LOC_Os03g43440",NA,"CAMK_KIN1/SNF1/Nim1_like.17 - CAMK includes calcium/calmodulin depedent protein kinases, expressed"
"14672","PstI.TP77161","Sobic.007G187100",7,62007705,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1283,0.5281,"Chr07",62001596,62009459,7864,"+",-6109,-1754,"PF01397,PF03936","PTHR31225,PTHR31225:SF20","","4.2.3.104","","GO:0016829,GO:0010333,GO:0008152,GO:0000287","AT5G23960","ATTPS21,TPS21","terpene synthase 21","LOC_Os03g24640",NA,"terpene synthase, putative, expressed"
"14674","PstI.TP77161","Sobic.007G187200",7,62007705,2,"PS_Y","F116+36088im","GHW_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.1283,0.5281,"Chr07",62010473,62019926,9454,"-",2768,-12221,"PF01397,PF03936","PTHR31225,PTHR31225:SF20","","4.2.3.104","","GO:0016829,GO:0010333,GO:0008152,GO:0000287","AT5G23960","ATTPS21,TPS21","terpene synthase 21","LOC_Os03g24640",NA,"terpene synthase, putative, expressed"
"14688","PstI.TP77203","Sobic.009G183700",9,53724314,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.2778,0.1815,"Chr09",53713726,53716946,3221,"-",-10588,7368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14694","PstI.TP77203","Sobic.009G183800",9,53724314,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.2778,0.1815,"Chr09",53717294,53719461,2168,"-",-7020,4853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14712","PstI.TP77203","Sobic.009G183900",9,53724314,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.2778,0.1815,"Chr09",53719958,53722197,2240,"-",-4356,2117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14718","PstI.TP77203","Sobic.009G184000",9,53724314,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.2778,0.1815,"Chr09",53723255,53725757,2503,"-",-1059,-1443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14724","PstI.TP77203","Sobic.009G184100",9,53724314,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.2778,0.1815,"Chr09",53727593,53728417,825,"-",3279,-4103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14676","PstI.TP77203","Sobic.009G184200",9,53724314,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.2778,0.1815,"Chr09",53732001,53743861,11861,"+",7687,-19547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14730","PstI.TP772432","Sobic.002G094600",2,9820897,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.4327,0.5738,"Chr02",9808888,9815473,6586,"+",-12009,5424,"PF13632,PF14569","PTHR13301,PTHR13301:SF73","","2.4.1.12","K10999","","AT5G64740","CESA6,E112,IXR2,PRC1","cellulose synthase 6","LOC_Os07g14850",NA,"CESA6 - cellulose synthase, expressed"
"14734","PstI.TP772432","Sobic.002G094700",2,9820897,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.4327,0.5738,"Chr02",9819668,9821817,2150,"+",-1229,-920,"PF13632,PF14569","PTHR13301,PTHR13301:SF73","","2.4.1.12","K10999","","AT5G64740","CESA6,E112,IXR2,PRC1","cellulose synthase 6","LOC_Os07g14850",NA,"CESA6 - cellulose synthase, expressed"
"14738","PstI.TP772432","Sobic.002G094800",2,9820897,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.4327,0.5738,"Chr02",9826747,9828843,2097,"+",5850,-7946,"PF13632,PF14569","PTHR13301,PTHR13301:SF73","","2.4.1.12","K10999","","AT5G64740","CESA6,E112,IXR2,PRC1","cellulose synthase 6","LOC_Os07g14850",NA,"CESA6 - cellulose synthase, expressed"
"14742","PstI.TP772432","Sobic.002G094900",2,9820897,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.4327,0.5738,"Chr02",9830327,9830910,584,"-",9430,-10013,"PF13632,PF14569","PTHR13301,PTHR13301:SF73","","2.4.1.12","K10999","","AT5G64740","CESA6,E112,IXR2,PRC1","cellulose synthase 6","LOC_Os07g14850",NA,"CESA6 - cellulose synthase, expressed"
"14746","PstI.TP772632","Sobic.002G276500",2,65920887,17,"PS_NPS_Y","F96+4814;F106+4185;F116+3098","HW_1;HM_1","GHW_50;HW_50","FD_1;FW_1;GFW_1;FM_1","FD_50;FW_50","fprind;fprinGW;fprinM","","FarmCPU","","ISIS EM-BLASSO;pLARmEB",0.181,18.1,"Chr02",65914170,65916019,1850,"-",-6717,4868,"PF03134","PTHR12300,PTHR12300:SF59","","","K17338","","AT1G75700","HVA22G","HVA22-like protein G","LOC_Os09g36340",NA,"HVA22, putative, expressed"
"14748","PstI.TP772632","Sobic.002G276600",2,65920887,17,"PS_NPS_Y","F96+4814;F106+4185;F116+3098","HW_1;HM_1","GHW_50;HW_50","FD_1;FW_1;GFW_1;FM_1","FD_50;FW_50","fprind;fprinGW;fprinM","","FarmCPU","","ISIS EM-BLASSO;pLARmEB",0.181,18.1,"Chr02",65916254,65921019,4766,"-",-4633,-132,"PF03134","PTHR12300,PTHR12300:SF59","","","K17338","","AT1G75700","HVA22G","HVA22-like protein G","LOC_Os09g36340",NA,"HVA22, putative, expressed"
"14750","PstI.TP772842","NA",11,5335,1,"PS_N","F106+4185","","HW_50","","","","","FarmCPU","","",0.1604,6.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14751","PstI.TP774514","Sobic.003G027400",3,2411196,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.2912,3.57,"Chr03",2408735,2410667,1933,"+",-2461,529,"PF05678","PTHR33402,PTHR33402:SF5","","","","","AT1G28280","","VQ motif-containing protein","LOC_Os01g54400",NA,"VQ domain containing protein, putative, expressed"
"14755","PstI.TP774685","Sobic.003G030600",3,2733446,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.2085,0.005667,"Chr03",2718024,2725425,7402,"-",-15422,8021,"PF03208","PTHR19317,PTHR19317:SF2","KOG3142","","","","AT1G55190","PRA1.F2,PRA7","PRA1 (Prenylated rab acceptor) family protein","LOC_Os01g10010",NA,"prenylated rab acceptor, putative, expressed"
"14758","PstI.TP774685","Sobic.003G030700",3,2733446,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.2085,0.005667,"Chr03",2734576,2738963,4388,"-",1130,-5517,"PF03208","PTHR19317,PTHR19317:SF2","KOG3142","","","","AT1G55190","PRA1.F2,PRA7","PRA1 (Prenylated rab acceptor) family protein","LOC_Os01g10010",NA,"prenylated rab acceptor, putative, expressed"
"14752","PstI.TP774685","Sobic.003G030800",3,2733446,1,"PS_Y","F116+36088im","HM_1","","","","","MLM+SUPER","","","",0.2085,0.005667,"Chr03",2739668,2743046,3379,"+",6222,-9600,"PF03208","PTHR19317,PTHR19317:SF2","KOG3142","","","","AT1G55190","PRA1.F2,PRA7","PRA1 (Prenylated rab acceptor) family protein","LOC_Os01g10010",NA,"prenylated rab acceptor, putative, expressed"
"14761","PstI.TP774963","Sobic.006G013300",6,1911989,11,"PS_Y","F116+36088im","GHW_1","","FD_1;GFW_1","FW_50;GFW_50;FM_50","fprinW","CMLM+SUPER;MLM+SUPER","","","",0.2157,1.346,"Chr06",1909956,1914230,4275,"+",-2033,-2241,"PF00560,PF00069,PF13855","PTHR27000,PTHR27000:SF212","KOG1187","2.7.11.1","","GO:0005515,GO:0006468,GO:0005524,GO:0004672","AT5G48940","","Leucine-rich repeat transmembrane protein kinase family protein","LOC_Os04g04330",NA,"receptor-like protein kinase 2 precursor, putative, expressed"
"14763","PstI.TP774963","Sobic.006G013500",6,1911989,11,"PS_Y","F116+36088im","GHW_1","","FD_1;GFW_1","FW_50;GFW_50;FM_50","fprinW","CMLM+SUPER;MLM+SUPER","","","",0.2157,1.346,"Chr06",1916683,1921196,4514,"-",4694,-9207,"PF00560,PF00069,PF13855","PTHR27000,PTHR27000:SF212","KOG1187","2.7.11.1","","GO:0005515,GO:0006468,GO:0005524,GO:0004672","AT5G48940","","Leucine-rich repeat transmembrane protein kinase family protein","LOC_Os04g04330",NA,"receptor-like protein kinase 2 precursor, putative, expressed"
"14765","PstI.TP774975","Sobic.001G324200",1,61157443,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.162,3.022,"Chr01",61147987,61149364,1378,"+",-9456,8079,"","","","","","","","","","",NA,""
"14769","PstI.TP774975","Sobic.001G324250",1,61157443,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.162,3.022,"Chr01",61148889,61153439,4551,"+",-8554,4004,"","","","","","","","","","",NA,""
"14773","PstI.TP774975","Sobic.001G324300",1,61157443,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.162,3.022,"Chr01",61156865,61158666,1802,"+",-578,-1223,"","","","","","","","","","",NA,""
"14777","PstI.TP774975","Sobic.001G324400",1,61157443,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.162,3.022,"Chr01",61161744,61166380,4637,"+",4301,-8937,"","","","","","","","","","",NA,""
"14797","PstI.TP776099","Sobic.001G206600",1,18880730,1,"PS_N","F116+36088im","","","","GFW_50","","","FarmCPU","","",0.1701,0.1886,"Chr01",18870997,18873086,2090,"-",-9733,7644,"","","","","","","","","","",NA,""
"14801","PstI.TP776099","Sobic.001G206700",1,18880730,1,"PS_N","F116+36088im","","","","GFW_50","","","FarmCPU","","",0.1701,0.1886,"Chr01",18876509,18881424,4916,"-",-4221,-694,"","","","","","","","","","",NA,""
"14789","PstI.TP776099","Sobic.001G206800",1,18880730,1,"PS_N","F116+36088im","","","","GFW_50","","","FarmCPU","","",0.1701,0.1886,"Chr01",18882476,18884583,2108,"+",1746,-3853,"","","","","","","","","","",NA,""
"14793","PstI.TP776099","Sobic.001G206900",1,18880730,1,"PS_N","F116+36088im","","","","GFW_50","","","FarmCPU","","",0.1701,0.1886,"Chr01",18885485,18891591,6107,"+",4755,-10861,"","","","","","","","","","",NA,""
"14805","PstI.TP77980","Sobic.010G106900",10,10346907,9,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FW_50;GFW_50;FM_50","","CMLM+SUPER;MLM+SUPER","","","",0.3529,0.7721,"Chr10",10334516,10347396,12881,"+",-12391,-489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14807","PstI.TP77980","Sobic.010G107000",10,10346907,9,"PS_Y","F116+36088im","GHW_1;HM_1","","GFW_1","FW_50;GFW_50;FM_50","","CMLM+SUPER;MLM+SUPER","","","",0.3529,0.7721,"Chr10",10348180,10356481,8302,"-",1273,-9574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14809","PstI.TP780884","Sobic.007G128000",7,54360893,1,"PS_N","F106+4185","","","FW_1","","","","","","pLARmEB",0.0802,0,"Chr07",54360098,54361876,1779,"+",-795,-983,"PF00067","PTHR24298,PTHR24298:SF123","KOG0156","1.14.13.89","","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT4G37330","CYP81D4","cytochrome P450, family 81, subfamily D, polypeptide 4","LOC_Os03g55240",NA,"cytochrome P450, putative, expressed"
"14812","PstI.TP780884","Sobic.007G128100",7,54360893,1,"PS_N","F106+4185","","","FW_1","","","","","","pLARmEB",0.0802,0,"Chr07",54365553,54368467,2915,"+",4660,-7574,"PF00067","PTHR24298,PTHR24298:SF123","KOG0156","1.14.13.89","","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT4G37330","CYP81D4","cytochrome P450, family 81, subfamily D, polypeptide 4","LOC_Os03g55240",NA,"cytochrome P450, putative, expressed"
"14815","PstI.TP780884","Sobic.007G128200",7,54360893,1,"PS_N","F106+4185","","","FW_1","","","","","","pLARmEB",0.0802,0,"Chr07",54370431,54373525,3095,"+",9538,-12632,"PF00067","PTHR24298,PTHR24298:SF123","KOG0156","1.14.13.89","","GO:0055114,GO:0020037,GO:0016705,GO:0005506","AT4G37330","CYP81D4","cytochrome P450, family 81, subfamily D, polypeptide 4","LOC_Os03g55240",NA,"cytochrome P450, putative, expressed"
"14830","PstI.TP784632","Sobic.003G047100",3,4314116,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3959,1.311,"Chr03",4305950,4309535,3586,"+",-8166,4581,"PF02775,PF00205,PF02776","PTHR18968,PTHR18968:SF6","","4.1.1.8","K12261","GO:0030976,GO:0003824,GO:0000287","AT5G17380","","Thiamine pyrophosphate dependent pyruvate decarboxylase family protein","LOC_Os01g32080",NA,"thiamine pyrophosphate enzyme, C-terminal TPP binding domain containing protein, expressed"
"14835","PstI.TP784632","Sobic.003G047200",3,4314116,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3959,1.311,"Chr03",4310958,4314684,3727,"+",-3158,-568,"PF02775,PF00205,PF02776","PTHR18968,PTHR18968:SF6","","4.1.1.8","K12261","GO:0030976,GO:0003824,GO:0000287","AT5G17380","","Thiamine pyrophosphate dependent pyruvate decarboxylase family protein","LOC_Os01g32080",NA,"thiamine pyrophosphate enzyme, C-terminal TPP binding domain containing protein, expressed"
"14850","PstI.TP784632","Sobic.003G047300",3,4314116,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3959,1.311,"Chr03",4314744,4318941,4198,"-",628,-4825,"PF02775,PF00205,PF02776","PTHR18968,PTHR18968:SF6","","4.1.1.8","K12261","GO:0030976,GO:0003824,GO:0000287","AT5G17380","","Thiamine pyrophosphate dependent pyruvate decarboxylase family protein","LOC_Os01g32080",NA,"thiamine pyrophosphate enzyme, C-terminal TPP binding domain containing protein, expressed"
"14840","PstI.TP784632","Sobic.003G047400",3,4314116,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3959,1.311,"Chr03",4321655,4323859,2205,"+",7539,-9743,"PF02775,PF00205,PF02776","PTHR18968,PTHR18968:SF6","","4.1.1.8","K12261","GO:0030976,GO:0003824,GO:0000287","AT5G17380","","Thiamine pyrophosphate dependent pyruvate decarboxylase family protein","LOC_Os01g32080",NA,"thiamine pyrophosphate enzyme, C-terminal TPP binding domain containing protein, expressed"
"14845","PstI.TP784632","Sobic.003G047450",3,4314116,3,"PS_Y","F116+36088im","GHW_1;HM_1","","","","","CMLM+SUPER;MLM+SUPER","","","",0.3959,1.311,"Chr03",4324003,4331419,7417,"+",9887,-17303,"PF02775,PF00205,PF02776","PTHR18968,PTHR18968:SF6","","4.1.1.8","K12261","GO:0030976,GO:0003824,GO:0000287","AT5G17380","","Thiamine pyrophosphate dependent pyruvate decarboxylase family protein","LOC_Os01g32080",NA,"thiamine pyrophosphate enzyme, C-terminal TPP binding domain containing protein, expressed"
"14855","PstI.TP784723","Sobic.001G172300",1,14438505,1,"PS_Y","F116+36088im","HM_1","","","","","CMLM+SUPER","","","",0.07867,0.441,"Chr01",14424974,14430902,5929,"-",-13531,7603,"PF00294","PTHR10584,PTHR10584:SF155","KOG2855","2.7.1.4","","","AT1G69200","FLN2","fructokinase-like 2","LOC_Os03g40550",NA,"kinase, pfkB family, putative, expressed"
"14861","PstI.TP784723","Sobic.001G172400",1,14438505,1,"PS_Y","F116+36088im","HM_1","","","","","CMLM+SUPER","","","",0.07867,0.441,"Chr01",14434718,14438560,3843,"-",-3787,-55,"PF00294","PTHR10584,PTHR10584:SF155","KOG2855","2.7.1.4","","","AT1G69200","FLN2","fructokinase-like 2","LOC_Os03g40550",NA,"kinase, pfkB family, putative, expressed"
"14863","PstI.TP785259","NA",11,5422,1,"PS_Y","F116+36088im","","","GFW_1","","","MLM+SUPER","","","",0.2075,2.935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
