SNP,Chromosome,Position,Grand Total,PS,Ind.SNP,Heading_1,Heading_50,Flowering_1,Flowering_50,PCA,SUPER,FarmCPU,mrMLM.1,mrMLM.2,MAF,PVE
PstI.TP687504,11,4751,22,PS_Y(22),F116+36088im(22),GHW_1(2);HM_1(2),GHW_50(2);HW_50(1),FD_1(1);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(2),CMLM+SUPER(10)MLM+SUPER(12),,,,0.303,0.5216
PstI.TP688010,4,4574449,2,PS_Y(2),F116+36088im(2),,,GFW_1(2),,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1515,1.425
PstI.TP688032,2,65120135,1,PS_N(1),F96+4814(1),,,FW_1(1),,,,,,pLARmEB(1),0.0208,6.74E-05
PstI.TP68903,1,5898727,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1053,0.04833
PstI.TP68941,11,572,2,PS_N(2),F116+36088im(2),,,FM_1(1),,fprinM(1),,,FASTmrMLM(2),,0.0517,0.035
PstI.TP692582,10,3863701,2,PS_Y(2),F116+36088im(2),,,GFW_1(1),FM_50(1),,MLM+SUPER(2),,,,0.3769,0.009623
PstI.TP692748,11,4800,1,PS_N(1),F106+4185(1),,,FW_1(1),,,,,,pLARmEB(1),0.0566,0.0077
PstI.TP693499,11,4804,3,PS_N(1)PS_Y(2),F116+36088im(3),,HM_50(1),FM_1(1),GFW_50(1),,,,FASTmrMLM(1),ISIS EM-BLASSO(2),0.0776,3.559
PstI.TP696676,3,67503814,1,PS_Y(1),F96+4814(1),,HM_50(1),,,,,,,ISIS EM-BLASSO(1),0.2292,16.04
PstI.TP697323,3,11724725,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.2715,0.9181
PstI.TP698613,11,4826,15,PS_Y(15),F116+36088im(15),HW_1(1);GHW_1(2),,FW_1(1);GFW_1(2),FD_50(2);FW_50(2);GFW_50(2),fprinW(2);fprinGW(1),CMLM+SUPER(8)MLM+SUPER(7),,,,0.2683,0.9779
PstI.TP698973,11,4833,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1662,0.9542
PstI.TP6990,1,79172378,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.4543,0.06955
PstI.TP69959,9,57639787,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.06947,1.074
PstI.TP700186,7,64454411,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.38,6.917
PstI.TP700622,7,7629673,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.09033,1.209
PstI.TP703729,3,68112941,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.2113,1.24
PstI.TP704102,3,72097083,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.06264,1.691
PstI.TP704596,2,3325739,5,PS_Y(5),F116+36088im(5),HW_1(1);GHW_1(2),,GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(3),,,,0.08314,0.06917
PstI.TP705829,6,58061911,4,PS_N(2)PS_Y(2),F116+36088im(4),HD_1(1);HW_1(1),HM_50(1),FM_1(1),,,,,FASTmrMLM(4),,0.0991,0.6287
PstI.TP706479,2,14264983,5,PS_Y(5),F116+36088im(5),GHW_1(2);HM_1(1),,GFW_1(1),FM_50(1),,CMLM+SUPER(1)MLM+SUPER(4),,,,0.3858,1.334
PstI.TP706641,3,74303182,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.4473,0.3575
PstI.TP707030,4,55665489,4,PS_Y(4),F116+36088im(4),,,GFW_1(1),FW_50(1);GFW_50(1),fprinW(1),MLM+SUPER(4),,,,0.2731,0.6838
PstI.TP708955,4,2043677,4,PS_N(4),F96+4814(3);F106+4185(1),,GHW_50(1),,GFW_50(2),fprinGW(1),,FarmCPU(4),,,0.1042,16.46
PstI.TP708980,1,78991790,5,PS_Y(5),F116+36088im(5),GHW_1(2);HM_1(1),,GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(3),,,,0.1913,3.679
PstI.TP712711,11,4932,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,CMLM+SUPER(1),,,,0.2043,0.1136
PstI.TP713417,10,19939847,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.147,0.002837
PstI.TP713933,1,25304804,1,PS_N(1),F116+36088im(1),,,,,fprinM(1),,,FASTmrMLM(1),,0.0905,0
PstI.TP714039,10,55773042,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.2282,0.06368
PstI.TP714290,11,4942,3,PS_N(1)PS_Y(2),F116+36088im(3),,,FM_1(2),GFW_50(1),,,,FASTmrMLM(2),pLARmEB(1),0.2328,6.767
PstI.TP716101,6,47677795,1,PS_N(1),F116+3098(1),,,FM_1(1),,,,,,pLARmEB(1),0.2155,0.0222
PstI.TP717531,8,162336,2,PS_Y(2),F116+36088im(2),,,GFW_1(2),,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.4035,6.04
PstI.TP71825,3,57464060,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1623,6.561
PstI.TP719892,5,64652954,13,PS_Y(13),F116+36088im(13),HW_1(1);GHW_1(2);HM_1(1),,GFW_1(2),FW_50(1);GFW_50(2);FM_50(2),fprinW(1);fprinGW(1),CMLM+SUPER(5)MLM+SUPER(8),,,,0.1602,0.02146
PstI.TP724345,5,71593518,14,PS_Y(14),F116+36088im(14),GHW_1(2);HM_1(2),,GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(1),fprinW(1);fprind(1),CMLM+SUPER(7)MLM+SUPER(7),,,,0.3658,2.159
PstI.TP724579,6,33982965,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.08681,1.872
PstI.TP726225,6,58406812,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.4739,0.08787
PstI.TP726235,11,5012,4,PS_Y(4),F116+36088im(4),GHW_1(2),,GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.3538,5.163
PstI.TP728172,3,5787468,3,PS_Y(3),F116+36088im(3),GHW_1(2),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.3554,0.3268
PstI.TP730477,11,5034,2,PS_Y(2),F116+36088im(2),HM_1(1),,GFW_1(1),,,MLM+SUPER(2),,,,0.1792,1.466
PstI.TP731358,8,62664658,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(3),,,,0.1709,0.7145
PstI.TP731882,3,19716780,10,PS_N(3)PS_Y(7),F116+36088im(7);F106+4185(2);F116+3098(1),GHW_1(2);HM_1(1),HW_50(1),GFW_1(1);FM_1(1),FW_50(1);GFW_50(2),fprinM(1),CMLM+SUPER(2)MLM+SUPER(5),FarmCPU(2),,pLARmEB(1),0.08824,16.02
PstI.TP732481,3,55304067,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.06863,1.222
PstI.TP733510,11,5059,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.2448,4.152
PstI.TP734017,1,61378048,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.06134,0.5541
PstI.TP734535,8,59703274,5,PS_Y(5),F116+36088im(5),GHW_1(2);HM_1(1),,GFW_1(1),FM_50(1),,CMLM+SUPER(1)MLM+SUPER(4),,,,0.183,0.109
PstI.TP736465,11,5084,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3431,13.77
PstI.TP737551,6,57757179,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.09364,1.282
PstI.TP737962,11,5096,1,PS_N(1),F96+4814(1),,,,FM_50(1),,,,,ISIS EM-BLASSO(1),0.4219,0.8083
PstI.TP73847,11,621,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(1),,FM_1(1),,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.1097,1.491
PstI.TP738688,11,5098,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.06453,0.2573
PstI.TP738881,2,57512325,2,PS_N(2),F106+4185(1);F116+3098(1),,HW_50(1),FW_1(1),,,,,,pLARmEB(2),0.2123,0.0929
PstI.TP73962,8,6017334,10,PS_Y(10),F116+36088im(10),GHW_1(2),,GFW_1(2),FW_50(1);FM_50(2),fprinW(2);fprinGW(1),CMLM+SUPER(6)MLM+SUPER(4),,,,0.4429,0.06432
PstI.TP740140,9,1528558,9,PS_Y(9),F116+36088im(9),GHW_1(2),,GFW_1(2),FW_50(1);GFW_50(1);FM_50(2),fprinW(1),CMLM+SUPER(3)MLM+SUPER(6),,,,0.218,0.4907
PstI.TP740179,3,8414014,2,PS_N(2),F96+4814(2),,,FW_1(1);GFW_1(1),,,,,,pLARmEB(2),0.0417,0.0252
PstI.TP740447,7,54863441,3,PS_Y(3),F116+36088im(3),,,FW_1(1);GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(1),,,,0.2843,0.003995
PstI.TP742379,2,63540984,5,PS_Y(5),F116+36088im(5),GHW_1(2);HM_1(1),,GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(3),,,,0.3848,3.586
PstI.TP744262,4,48092727,5,PS_Y(5),F116+36088im(5),GHW_1(2);HM_1(1),,GFW_1(1),FW_50(1),,CMLM+SUPER(1)MLM+SUPER(4),,,,0.1106,0.06725
PstI.TP746004,11,5153,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.3131,9.998
PstI.TP747313,2,53434843,6,PS_Y(6),F116+36088im(6),GHW_1(2);HM_1(1),,GFW_1(2),FW_50(1),,CMLM+SUPER(2)MLM+SUPER(4),,,,0.45,5.849
PstI.TP747686,5,191126,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.08549,0.004295
PstI.TP748481,11,5175,3,PS_Y(3),F116+36088im(3),GHW_1(2),,GFW_1(1),,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.4508,6.331
PstI.TP749093,2,74477521,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(2),,,,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.4121,0.7116
PstI.TP749310,2,9525754,1,PS_N(1),F116+3098(1),,GHW_50(1),,,,,,,pLARmEB(1),0.2672,0
PstI.TP750640,3,11819956,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.4614,0.2281
PstI.TP752309,11,5197,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.3908,0.9423
PstI.TP753697,4,2038364,1,PS_N(1),F96+4814(1),HD_1(1),,,,,,,,pLARmEB(1),0.3698,1.55E-06
PstI.TP75401,11,632,3,PS_Y(3),F116+36088im(3),,,GFW_1(2);FM_1(1),,,CMLM+SUPER(2)MLM+SUPER(1),,,,0.1364,0.1009
PstI.TP754021,11,5204,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.3597,0.3176
PstI.TP760074,11,5247,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1352,3.493
PstI.TP760791,9,56736412,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1673,4.351
PstI.TP761879,3,68191140,7,PS_Y(7),F116+36088im(7),GHW_1(2);HM_1(1),,GFW_1(2),FD_50(1),fprind(1),CMLM+SUPER(3)MLM+SUPER(4),,,,0.06978,0.09056
PstI.TP762971,11,5268,1,PS_N(1),F116+3098(1),,GHW_50(1),,,,,,,pLARmEB(1),0.0647,2.00E-04
PstI.TP764114,11,5274,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.07105,0.5501
PstI.TP768230,4,48611784,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.2132,2.903
PstI.TP769101,3,68129008,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1469,0.5535
PstI.TP769160,2,60455158,4,PS_Y(4),F116+36088im(4),GHW_1(2),,GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.2745,0.2977
PstI.TP77040,4,1147463,23,PS_Y(23),F116+36088im(23),HD_1(2);HW_1(2),HD_50(1);GHW_50(2);HW_50(1),FD_1(2);FW_1(1);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(1),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(13)MLM+SUPER(10),,,,0.4386,1.081
PstI.TP770895,1,13263569,1,PS_N(1),F116+3098(1),HM_1(1),,,,,,,,ISIS EM-BLASSO(1),0.125,0.8367
PstI.TP77161,7,62007705,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1283,0.5281
PstI.TP77203,9,53724314,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.2778,0.1815
PstI.TP772432,2,9820897,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.4327,0.5738
PstI.TP772632,2,65920887,17,PS_N(12)PS_Y(5),F96+4814(1);F106+4185(4);F116+3098(12),HW_1(1);HM_1(2),GHW_50(1);HW_50(1),FD_1(3);FW_1(1);GFW_1(1);FM_1(1),FD_50(1);FW_50(2),fprind(1);fprinGW(1);fprinM(1),,FarmCPU(2),,ISIS EM-BLASSO(4);pLARmEB(11),0.181,18.1
PstI.TP772842,11,5335,1,PS_N(1),F106+4185(1),,HW_50(1),,,,,FarmCPU(1),,,0.1604,6.66
PstI.TP774514,3,2411196,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.2912,3.57
PstI.TP774685,3,2733446,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.2085,0.005667
PstI.TP774963,6,1911989,11,PS_Y(11),F116+36088im(11),GHW_1(2),,FD_1(1);GFW_1(2),FW_50(1);GFW_50(2);FM_50(2),fprinW(1),CMLM+SUPER(4)MLM+SUPER(7),,,,0.2157,1.346
PstI.TP774975,1,61157443,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.162,3.022
PstI.TP776099,1,18880730,1,PS_N(1),F116+36088im(1),,,,GFW_50(1),,,FarmCPU(1),,,0.1701,0.1886
PstI.TP77980,10,10346907,9,PS_Y(9),F116+36088im(9),GHW_1(2);HM_1(1),,GFW_1(2),FW_50(1);GFW_50(1);FM_50(2),,CMLM+SUPER(3)MLM+SUPER(6),,,,0.3529,0.7721
PstI.TP780884,7,54360893,1,PS_N(1),F106+4185(1),,,FW_1(1),,,,,,pLARmEB(1),0.0802,0
PstI.TP784632,3,4314116,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.3959,1.311
PstI.TP784723,1,14438505,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,CMLM+SUPER(1),,,,0.07867,0.441
PstI.TP785259,11,5422,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.2075,2.935
PstI.TP788586,6,57442567,1,PS_N(1),F116+3098(1),,GHW_50(1),,,,,,,pLARmEB(1),0.3534,0.0982
PstI.TP789647,3,69354547,1,PS_N(1),F106+4185(1),,,FM_1(1),,,,FarmCPU(1),,,0.3443,3.418
PstI.TP790069,2,699673,2,PS_N(2),F106+4185(2),HM_1(1),,,GFW_50(1),,,FarmCPU(2),,,0.2877,1.299
PstI.TP793039,11,5486,1,PS_N(1),F116+36088im(1),,,FM_1(1),,,,,FASTmrMLM(1),,0.0905,0.0116
PstI.TP793469,11,5489,10,PS_Y(10),F116+36088im(10),HM_1(2),HD_50(1);GHW_50(1),GFW_1(1),FW_50(1),fprinW(2);fprinGW(2),CMLM+SUPER(7)MLM+SUPER(3),,,,0.06402,0.2247
PstI.TP794382,6,14220994,1,PS_Y(1),F116+36088im(1),,,FM_1(1),,,,,mrMLM(1),,0.0175,8.79
PstI.TP795437,11,5502,11,PS_Y(11),F116+36088im(11),HD_1(1);HW_1(1);GHW_1(2),,GFW_1(2),FW_50(1);GFW_50(1),fprinW(2);fprinGW(1),CMLM+SUPER(7)MLM+SUPER(4),,,,0.4832,0.2325
PstI.TP79904,2,58722578,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.3558,4.778
PstI.TP800100,1,15471914,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.2359,0.9547
PstI.TP803367,1,78963580,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.3736,1.437
PstI.TP803702,11,5570,2,PS_Y(2),F116+36088im(2),,,GFW_1(2),,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1262,5.513
PstI.TP804124,11,5573,13,PS_Y(13),F116+36088im(13),HW_1(1);GHW_1(2);HM_1(1),,FD_1(1);GFW_1(2),FD_50(1);FW_50(1);GFW_50(2),fprinW(1);fprind(1),CMLM+SUPER(3)MLM+SUPER(10),,,,0.4978,5.922
PstI.TP806728,11,5588,6,PS_Y(6),F116+36088im(6),GHW_1(2);HM_1(1),,GFW_1(1),FD_50(1),fprind(1),CMLM+SUPER(1)MLM+SUPER(5),,,,0.2655,2.516
PstI.TP808992,2,62812242,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.2,1.425
PstI.TP809778,10,8543510,2,PS_N(2),F116+3098(2),,GHW_50(1);HW_50(1),,,,,,,pLARmEB(2),0.0302,0
PstI.TP81443,3,72402402,7,PS_Y(7),F116+36088im(7),,,GFW_1(1),FD_50(1);FW_50(1);FM_50(1),fprinW(2);fprind(1),CMLM+SUPER(3)MLM+SUPER(4),,,,0.1247,0.3151
PstI.TP81487,2,14172195,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.4757,1.57
PstI.TP815540,11,5639,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.101,0.1412
PstI.TP816739,1,64060896,5,PS_Y(5),F116+36088im(5),HM_1(1),,GFW_1(2),FM_50(2),,CMLM+SUPER(2)MLM+SUPER(3),,,,0.2728,9.681
PstI.TP817327,7,65354956,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.3575,0.8935
PstI.TP817382,10,3843411,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.08545,0.1527
PstI.TP81983,11,682,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.291,0.2354
PstI.TP820348,1,64116607,2,PS_N(2),F116+36088im(2),HW_1(1),,,,fprinM(1),,,FASTmrMLM(2),,0.0172,4.65E-05
PstI.TP821655,1,77641643,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1802,0.5727
PstI.TP823292,11,5698,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.0654,5.383
PstI.TP825325,11,5705,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.1885,0.3788
PstI.TP827342,3,56694405,11,PS_Y(11),F116+36088im(11),GHW_1(2);HM_1(1),,GFW_1(2),FD_50(1);FW_50(1);GFW_50(2),fprinW(1);fprind(1),CMLM+SUPER(3)MLM+SUPER(8),,,,0.1057,1.185
PstI.TP827439,9,56440541,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1248,12.32
PstI.TP829377,11,5738,2,PS_Y(2),F116+36088im(2),,,FM_1(2),,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.3505,5.684
PstI.TP831544,10,5137704,3,PS_N(3),F116+3098(3),,,GFW_1(1),FD_50(1);FW_50(1),,,,,ISIS EM-BLASSO(1);pLARmEB(2),0.181,0.1162
PstI.TP833447,6,40944592,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.1344,3.98
PstI.TP836173,11,5793,23,PS_Y(23),F116+36088im(17);F106+4185(6),HD_1(1);HW_1(2);GHW_1(2),GHW_50(1);HW_50(1);HM_50(1),FD_1(1);FW_1(2);GFW_1(2),FD_50(1);FW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(2),CMLM+SUPER(9)MLM+SUPER(8),,FASTmrMLM(6),,0.2506,17.62
PstI.TP83629,3,8924840,4,PS_Y(4),F116+36088im(4),GHW_1(2);HM_1(2),,,,,CMLM+SUPER(2)MLM+SUPER(2),,,,0.1001,2.727
PstI.TP836762,11,5799,24,PS_Y(24),F116+36088im(24),HD_1(1);HW_1(2);GHW_1(2);HM_1(1),GHW_50(2),FD_1(1);FW_1(1);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(2),CMLM+SUPER(10)MLM+SUPER(14),,,,0.4705,2.09
PstI.TP8376,4,59384691,93,PS_N(1)PS_Y(92),F116+36088im(1);F96+4814(33);F106+4185(40);F116+3098(19),HD_1(7);HW_1(4);GHW_1(5);HM_1(5),HD_50(10);GHW_50(4);HW_50(3),FD_1(11);FW_1(9);GFW_1(3),FD_50(4);FW_50(4);GFW_50(5),fprinW(6);fprind(6);fprinGW(4);fprinM(3),CMLM+SUPER(9)MLM+SUPER(13),FarmCPU(1),mrMLM(34);FASTmrMLM(17);FASTmrEMMA(13),ISIS EM-BLASSO(6),0.2026,42.71
PstI.TP838226,7,56380657,4,PS_N(2)PS_Y(2),F116+36088im(2);F106+4185(1);F116+3098(1),GHW_1(2),GHW_50(1),FW_1(1),,,CMLM+SUPER(1)MLM+SUPER(1),,,pLARmEB(2),0.237,6.703
PstI.TP842010,11,5828,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.4693,8.294
PstI.TP842850,6,56119362,5,PS_Y(5),F116+36088im(5),,GHW_50(1),,FD_50(1);FW_50(1),fprinW(1);fprind(1),CMLM+SUPER(3)MLM+SUPER(2),,,,0.4933,0.2467
PstI.TP84350,11,708,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.05147,0.0006891
PstI.TP844026,11,5846,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.4641,0.4704
PstI.TP846031,2,58182383,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.2631,0.09714
PstI.TP84606,11,711,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.4291,0.001725
PstI.TP846324,1,63212381,2,PS_Y(2),F116+36088im(2),GHW_1(2),,,,,CMLM+SUPER(1)MLM+SUPER(1),,,,0.1657,0.5428
PstI.TP846605,10,61222842,2,PS_N(1)PS_Y(1),F116+36088im(2),HD_1(1),,GFW_1(1),,,MLM+SUPER(1),,,pLARmEB(1),0.306,8.373
PstI.TP84709,10,53386370,8,PS_Y(8),F116+36088im(8),HW_1(1);GHW_1(2);HM_1(1),,GFW_1(2),FM_50(2),,CMLM+SUPER(3)MLM+SUPER(5),,,,0.157,2.123
PstI.TP849015,11,5886,1,PS_Y(1),F116+36088im(1),HM_1(1),,,,,MLM+SUPER(1),,,,0.192,2.183
PstI.TP849929,6,57879722,14,PS_Y(14),F116+36088im(14),HW_1(1);GHW_1(2),,GFW_1(2),FD_50(1);FW_50(2);GFW_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(6)MLM+SUPER(8),,,,0.2418,0.05358
PstI.TP850999,11,5898,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.09049,0.2952
PstI.TP851309,6,52995974,1,PS_N(1),F116+36088im(1),,,FM_1(1),,,,,FASTmrMLM(1),,0.0388,0
PstI.TP852002,2,2041108,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.4123,0.1534
PstI.TP852912,6,60106545,5,PS_Y(5),F116+36088im(5),,HD_50(1);GHW_50(1),GFW_1(1),FM_50(1),fprinGW(1),,,mrMLM(1);FASTmrMLM(2),ISIS EM-BLASSO(2),0.136,25.49
PstI.TP853971,4,66451616,1,PS_Y(1),F116+36088im(1),,,FM_1(1),,,CMLM+SUPER(1),,,,0.1013,1.048
PstI.TP854160,11,5944,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1515,0.3905
PstI.TP854372,5,5715417,2,PS_Y(2),F116+36088im(2),,,,FD_50(1),fprind(1),MLM+SUPER(2),,,,0.1675,0.81
PstI.TP855773,7,60046043,5,PS_Y(5),F116+36088im(5),GHW_1(2);HM_1(1),,GFW_1(2),,,CMLM+SUPER(2)MLM+SUPER(3),,,,0.284,0.1685
PstI.TP85647,10,60886778,9,PS_N(4)PS_Y(5),F106+4185(3);F116+3098(6),,HW_50(1),FD_1(1);FW_1(1);FM_1(6),,,CMLM+SUPER(2)MLM+SUPER(2),FarmCPU(1),FASTmrMLM(2),pLARmEB(2),0.0566,33.26
PstI.TP856852,1,1153760,26,PS_Y(26),F116+36088im(25);F116+3098(1),HD_1(2);HW_1(2);GHW_1(2);HM_1(1),HW_50(1),FD_1(3);FW_1(2);GFW_1(2),FD_50(1);FW_50(2);GFW_50(2);FM_50(2),fprinW(2);fprind(1);fprinGW(1),CMLM+SUPER(12)MLM+SUPER(13),,FASTmrEMMA(1),,0.1853,7.976
PstI.TP86184,11,726,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.1709,0.5861
PstI.TP861953,5,64737000,3,PS_Y(3),F116+36088im(3),GHW_1(2);HM_1(1),,,,,CMLM+SUPER(1)MLM+SUPER(2),,,,0.07318,0.3715
PstI.TP862144,9,2857100,1,PS_Y(1),F116+36088im(1),,,GFW_1(1),,,MLM+SUPER(1),,,,0.2434,0.2624
